"Fleet","Fleet_Name","Yr","Seas","base2023","base2026"
12,"F12_JPLL_A2_Q2_wt_9621",2009,2,213.465,NA
12,"F12_JPLL_A2_Q2_wt_9621",2010,2,560.415,NA
12,"F12_JPLL_A2_Q2_wt_9621",2011,2,87.791,NA
12,"F12_JPLL_A2_Q2_wt_9621",2012,2,139.798,NA
12,"F12_JPLL_A2_Q2_wt_9621",2013,2,212.411,NA
12,"F12_JPLL_A2_Q2_wt_9621",2014,2,446.053,NA
12,"F12_JPLL_A2_Q2_wt_9621",2015,2,101.022,NA
12,"F12_JPLL_A2_Q2_wt_9621",2016,2,102.136,NA
12,"F12_JPLL_A2_Q2_wt_9621",2017,2,138.43,NA
12,"F12_JPLL_A2_Q2_wt_9621",2018,2,208.889,NA
12,"F12_JPLL_A2_Q2_wt_9621",2019,2,104.965,NA
12,"F12_JPLL_A2_Q2_wt_9621",2020,2,146.6,NA
12,"F12_JPLL_A2_Q2_wt_9621",2021,2,31.786,NA
12,"F12_JPLL_A2_Q4_wt",1994,4,NA,44.329
12,"F12_JPLL_A2_Q4_wt",1996,4,NA,41.36
12,"F12_JPLL_A2_Q4_wt",1997,4,NA,51.639
12,"F12_JPLL_A2_Q4_wt",1999,4,NA,62.308
12,"F12_JPLL_A2_Q4_wt",2001,4,NA,162.81
12,"F12_JPLL_A2_Q4_wt",2002,4,NA,106.192
12,"F12_JPLL_A2_Q4_wt",2003,4,NA,42.684
12,"F12_JPLL_A2_Q4_wt",2004,4,NA,69.198
12,"F12_JPLL_A2_Q4_wt",2005,4,NA,46.68
12,"F12_JPLL_A2_Q4_wt",2006,4,NA,267.672
12,"F12_JPLL_A2_Q4_wt",2007,4,NA,68.391
12,"F12_JPLL_A2_Q4_wt",2008,4,NA,318.3
12,"F12_JPLL_A2_Q4_wt",2009,4,NA,269.373
12,"F12_JPLL_A2_Q4_wt",2010,4,NA,82.144
12,"F12_JPLL_A2_Q4_wt",2011,4,NA,260.059
12,"F12_JPLL_A2_Q4_wt",2012,4,NA,56.558
12,"F12_JPLL_A2_Q4_wt",2013,4,NA,47.546
12,"F12_JPLL_A2_Q4_wt",2014,4,NA,291.49
12,"F12_JPLL_A2_Q4_wt",2015,4,NA,126.623
12,"F12_JPLL_A2_Q4_wt",2016,4,NA,137.932
12,"F12_JPLL_A2_Q4_wt",2017,4,NA,112.16
12,"F12_JPLL_A2_Q4_wt",2018,4,NA,140.316
12,"F12_JPLL_A2_Q4_wt",2019,4,NA,109.11
12,"F12_JPLL_A2_Q4_wt",2020,4,NA,103.612
12,"F12_JPLL_A2_Q4_wt",2021,4,NA,96.009
12,"F12_JPLL_A2_Q4_wt",2022,4,NA,51.023
12,"F12_JPLL_A2_Q4_wt",2023,4,NA,35.842
12,"F12_JPLL_A2_Q4_wt",2024,4,NA,49.627
13,"F13_JPLL_A2_Q3_wt",2001,3,117.22,NA
13,"F13_JPLL_A2_Q3_wt",2002,3,150.734,NA
13,"F13_JPLL_A2_Q3_wt",2003,3,63.719,NA
13,"F13_JPLL_A2_Q3_wt",2004,3,218.065,NA
13,"F13_JPLL_A2_Q3_wt",2005,3,69.103,NA
13,"F13_JPLL_A2_Q3_wt",2006,3,109.854,NA
13,"F13_JPLL_A2_Q3_wt",2007,3,67.458,NA
13,"F13_JPLL_A2_Q3_wt",2008,3,65.082,NA
13,"F13_JPLL_A2_Q3_wt",2009,3,196.998,NA
13,"F13_JPLL_A2_Q3_wt",2010,3,145.895,NA
13,"F13_JPLL_A2_Q3_wt",2011,3,679.15,NA
13,"F13_JPLL_A2_Q3_wt",2012,3,344.361,NA
13,"F13_JPLL_A2_Q3_wt",2013,3,129.223,NA
13,"F13_JPLL_A2_Q3_wt",2014,3,273.024,NA
13,"F13_JPLL_A2_Q3_wt",2015,3,110.461,NA
13,"F13_JPLL_A2_Q3_wt",2016,3,92.528,NA
13,"F13_JPLL_A2_Q3_wt",2017,3,369.286,NA
13,"F13_JPLL_A2_Q3_wt",2018,3,482.551,NA
13,"F13_JPLL_A2_Q3_wt",2019,3,187.748,NA
13,"F13_JPLL_A2_Q3_wt",2020,3,8.127,NA
13,"F13_JPLL_A2_Q3_wt",2021,3,25.657,NA
14,"F14_JPLL_A2_Q4_wt",1994,4,34.48,NA
14,"F14_JPLL_A2_Q4_wt",1996,4,46.252,NA
14,"F14_JPLL_A2_Q4_wt",1997,4,37.615,NA
14,"F14_JPLL_A2_Q4_wt",1999,4,23.744,NA
14,"F14_JPLL_A2_Q4_wt",2001,4,184.779,NA
14,"F14_JPLL_A2_Q4_wt",2002,4,114.041,NA
14,"F14_JPLL_A2_Q4_wt",2003,4,45.498,NA
14,"F14_JPLL_A2_Q4_wt",2004,4,41.006,NA
14,"F14_JPLL_A2_Q4_wt",2005,4,35.386,NA
14,"F14_JPLL_A2_Q4_wt",2006,4,239.7,NA
14,"F14_JPLL_A2_Q4_wt",2007,4,92.432,NA
14,"F14_JPLL_A2_Q4_wt",2008,4,198.822,NA
14,"F14_JPLL_A2_Q4_wt",2009,4,429.55,NA
14,"F14_JPLL_A2_Q4_wt",2010,4,83.354,NA
14,"F14_JPLL_A2_Q4_wt",2011,4,151.206,NA
14,"F14_JPLL_A2_Q4_wt",2012,4,44.694,NA
14,"F14_JPLL_A2_Q4_wt",2013,4,47.204,NA
14,"F14_JPLL_A2_Q4_wt",2014,4,177.218,NA
14,"F14_JPLL_A2_Q4_wt",2015,4,63.243,NA
14,"F14_JPLL_A2_Q4_wt",2016,4,114.097,NA
14,"F14_JPLL_A2_Q4_wt",2017,4,137.455,NA
14,"F14_JPLL_A2_Q4_wt",2018,4,156.516,NA
14,"F14_JPLL_A2_Q4_wt",2019,4,52.126,NA
14,"F14_JPLL_A2_Q4_wt",2020,4,106.724,NA
14,"F14_JPLL_A2_Q4_wt",2021,4,74.026,NA
17,"F17_JPLL_A4_num",1995,3,NA,65.494
17,"F17_JPLL_A4_num",1995,4,NA,34.538
17,"F17_JPLL_A4_num",1996,2,NA,8.614
17,"F17_JPLL_A4_num",1999,4,NA,32.824
17,"F17_JPLL_A4_num",2000,1,NA,31.048
17,"F17_JPLL_A4_num",2000,2,NA,155.041
17,"F17_JPLL_A4_num",2000,4,NA,33.882
17,"F17_JPLL_A4_num",2001,1,NA,39.156
17,"F17_JPLL_A4_num",2001,2,NA,38.92
17,"F17_JPLL_A4_num",2001,3,NA,139.152
17,"F17_JPLL_A4_num",2001,4,NA,83.833
17,"F17_JPLL_A4_num",2002,1,NA,44.747
17,"F17_JPLL_A4_num",2002,2,NA,144.34
17,"F17_JPLL_A4_num",2002,3,NA,67.714
17,"F17_JPLL_A4_num",2002,4,NA,143.563
17,"F17_JPLL_A4_num",2003,1,NA,150.66
17,"F17_JPLL_A4_num",2003,2,NA,6.824
17,"F17_JPLL_A4_num",2003,3,NA,29.053
17,"F17_JPLL_A4_num",2004,1,NA,80.99
17,"F17_JPLL_A4_num",2004,2,NA,17.052
17,"F17_JPLL_A4_num",2004,3,NA,186.625
17,"F17_JPLL_A4_num",2005,1,NA,147.638
17,"F17_JPLL_A4_num",2005,2,NA,12.844
17,"F17_JPLL_A4_num",2005,3,NA,124.489
17,"F17_JPLL_A4_num",2005,4,NA,40.949
17,"F17_JPLL_A4_num",2006,1,NA,331.031
17,"F17_JPLL_A4_num",2006,2,NA,42.321
17,"F17_JPLL_A4_num",2006,3,NA,92.475
17,"F17_JPLL_A4_num",2006,4,NA,92.663
17,"F17_JPLL_A4_num",2007,1,NA,83.082
17,"F17_JPLL_A4_num",2007,2,NA,26.558
17,"F17_JPLL_A4_num",2007,3,NA,104.897
17,"F17_JPLL_A4_num",2008,1,NA,56.533
17,"F17_JPLL_A4_num",2008,2,NA,34.825
17,"F17_JPLL_A4_num",2008,3,NA,68.9
17,"F17_JPLL_A4_num",2008,4,NA,101.617
17,"F17_JPLL_A4_num",2009,1,NA,51.775
17,"F17_JPLL_A4_num",2009,3,NA,74.948
17,"F17_JPLL_A4_num",2010,1,NA,4.552
17,"F17_JPLL_A4_num",2010,2,NA,1.813
17,"F17_JPLL_A4_num",2010,3,NA,16.752
17,"F17_JPLL_A4_num",2010,4,NA,71.962
17,"F17_JPLL_A4_num",2011,1,NA,115.397
17,"F17_JPLL_A4_num",2011,3,NA,100.051
17,"F17_JPLL_A4_num",2011,4,NA,18.934
17,"F17_JPLL_A4_num",2012,1,NA,39.139
17,"F17_JPLL_A4_num",2012,2,NA,15.923
17,"F17_JPLL_A4_num",2012,3,NA,286.231
17,"F17_JPLL_A4_num",2012,4,NA,101.927
17,"F17_JPLL_A4_num",2013,1,NA,9.374
17,"F17_JPLL_A4_num",2013,2,NA,30.811
17,"F17_JPLL_A4_num",2013,3,NA,50.881
17,"F17_JPLL_A4_num",2014,1,NA,5.139
17,"F17_JPLL_A4_num",2014,2,NA,16.405
17,"F17_JPLL_A4_num",2014,4,NA,213.224
17,"F17_JPLL_A4_num",2015,3,NA,132.722
17,"F17_JPLL_A4_num",2015,4,NA,20.419
17,"F17_JPLL_A4_num",2016,2,NA,277.121
17,"F17_JPLL_A4_num",2016,3,NA,166.303
17,"F17_JPLL_A4_num",2017,3,NA,176.416
17,"F17_JPLL_A4_num",2017,4,NA,60.09
17,"F17_JPLL_A4_num",2018,2,NA,60.894
17,"F17_JPLL_A4_num",2018,3,NA,30.009
17,"F17_JPLL_A4_num",2019,1,NA,7.072
17,"F17_JPLL_A4_num",2019,2,NA,16.593
17,"F17_JPLL_A4_num",2019,3,NA,199.6
17,"F17_JPLL_A4_num",2019,4,NA,137.037
17,"F17_JPLL_A4_num",2020,2,NA,12.23
17,"F17_JPLL_A4_num",2020,3,NA,36.572
17,"F17_JPLL_A4_num",2023,2,NA,3.315
17,"F17_JPLL_A4_num",2023,3,NA,10.805
17,"F17_JPLL_A4_num",2024,1,NA,11.588
17,"F17_JPLL_A4_num",2024,2,NA,8.357
18,"F18_JPLL_A5_num",1995,4,NA,65.696
18,"F18_JPLL_A5_num",2003,4,NA,55.063
18,"F18_JPLL_A5_num",2004,2,NA,32.237
18,"F18_JPLL_A5_num",2004,3,NA,31.703
18,"F18_JPLL_A5_num",2004,4,NA,140.551
18,"F18_JPLL_A5_num",2005,4,NA,35.587
18,"F18_JPLL_A5_num",2006,4,NA,41.413
18,"F18_JPLL_A5_num",2007,4,NA,11.267
18,"F18_JPLL_A5_num",2008,4,NA,27.774
18,"F18_JPLL_A5_num",2009,3,NA,29.823
18,"F18_JPLL_A5_num",2011,3,NA,25.536
18,"F18_JPLL_A5_num",2011,4,NA,54.608
19,"F19_JPLL_A4_num",1995,3,34.441,NA
19,"F19_JPLL_A4_num",1999,4,9.925,NA
19,"F19_JPLL_A4_num",2000,1,61.991,NA
19,"F19_JPLL_A4_num",2000,2,103.473,NA
19,"F19_JPLL_A4_num",2000,4,28.599,NA
19,"F19_JPLL_A4_num",2001,1,23.431,NA
19,"F19_JPLL_A4_num",2001,2,48.022,NA
19,"F19_JPLL_A4_num",2001,3,143.924,NA
19,"F19_JPLL_A4_num",2001,4,77.014,NA
19,"F19_JPLL_A4_num",2002,1,51.384,NA
19,"F19_JPLL_A4_num",2002,2,198.3,NA
19,"F19_JPLL_A4_num",2002,3,77.345,NA
19,"F19_JPLL_A4_num",2002,4,17.89,NA
19,"F19_JPLL_A4_num",2003,1,309.097,NA
19,"F19_JPLL_A4_num",2003,2,7.659,NA
19,"F19_JPLL_A4_num",2003,3,28.804,NA
19,"F19_JPLL_A4_num",2004,1,91.542,NA
19,"F19_JPLL_A4_num",2004,2,7.537,NA
19,"F19_JPLL_A4_num",2004,3,173.12,NA
19,"F19_JPLL_A4_num",2005,1,138.824,NA
19,"F19_JPLL_A4_num",2005,3,125.254,NA
19,"F19_JPLL_A4_num",2005,4,37.506,NA
19,"F19_JPLL_A4_num",2006,1,312.845,NA
19,"F19_JPLL_A4_num",2006,2,39.446,NA
19,"F19_JPLL_A4_num",2006,3,99.861,NA
19,"F19_JPLL_A4_num",2006,4,97.56,NA
19,"F19_JPLL_A4_num",2007,1,82.32,NA
19,"F19_JPLL_A4_num",2007,3,88.419,NA
19,"F19_JPLL_A4_num",2008,1,47.267,NA
19,"F19_JPLL_A4_num",2008,2,37.332,NA
19,"F19_JPLL_A4_num",2008,3,79.283,NA
19,"F19_JPLL_A4_num",2008,4,125.582,NA
19,"F19_JPLL_A4_num",2009,1,55.343,NA
19,"F19_JPLL_A4_num",2009,3,81.85,NA
19,"F19_JPLL_A4_num",2010,3,15.892,NA
19,"F19_JPLL_A4_num",2010,4,64.7,NA
19,"F19_JPLL_A4_num",2011,1,105.64,NA
19,"F19_JPLL_A4_num",2011,3,99.824,NA
19,"F19_JPLL_A4_num",2011,4,45.935,NA
19,"F19_JPLL_A4_num",2012,3,127.249,NA
19,"F19_JPLL_A4_num",2013,2,30.028,NA
19,"F19_JPLL_A4_num",2013,3,49.687,NA
19,"F19_JPLL_A4_num",2014,2,16.793,NA
19,"F19_JPLL_A4_num",2014,4,210.963,NA
19,"F19_JPLL_A4_num",2015,3,138.602,NA
19,"F19_JPLL_A4_num",2015,4,30.767,NA
19,"F19_JPLL_A4_num",2016,3,67.166,NA
19,"F19_JPLL_A4_num",2017,3,145.536,NA
19,"F19_JPLL_A4_num",2017,4,46.1,NA
19,"F19_JPLL_A4_num",2018,3,29.752,NA
19,"F19_JPLL_A4_num",2019,3,198.678,NA
19,"F19_JPLL_A4_num",2019,4,125.182,NA
19,"F19_JPLL_A4_num",2020,3,30.91,NA
19,"F19_JPPL_A35_Q1",2002,1,NA,25.979
19,"F19_JPPL_A35_Q1",2004,1,NA,35.687
19,"F19_JPPL_A35_Q1",2005,1,NA,16.21
19,"F19_JPPL_A35_Q1",2007,1,NA,7.953
19,"F19_JPPL_A35_Q1",2022,1,NA,6.888
19,"F19_JPPL_A35_Q1",2023,1,NA,21.452
20,"F20_JPLL_A5_num",1995,4,29.75,NA
20,"F20_JPLL_A5_num",2003,4,82.18,NA
20,"F20_JPLL_A5_num",2004,1,24.391,NA
20,"F20_JPLL_A5_num",2004,4,118.407,NA
20,"F20_JPLL_A5_num",2005,4,38.699,NA
20,"F20_JPLL_A5_num",2007,4,11.136,NA
20,"F20_JPLL_A5_num",2009,4,33.478,NA
20,"F20_JPLL_A5_num",2011,4,45.603,NA
20,"F20_JPPL_A35_Q2",1994,2,NA,2.651
20,"F20_JPPL_A35_Q2",1995,2,NA,4.862
20,"F20_JPPL_A35_Q2",1996,2,NA,18.77
20,"F20_JPPL_A35_Q2",1997,2,NA,153.862
20,"F20_JPPL_A35_Q2",1998,2,NA,3.852
20,"F20_JPPL_A35_Q2",1999,2,NA,24.303
20,"F20_JPPL_A35_Q2",2000,2,NA,3.078
20,"F20_JPPL_A35_Q2",2001,2,NA,8.17
20,"F20_JPPL_A35_Q2",2002,2,NA,33.177
20,"F20_JPPL_A35_Q2",2003,2,NA,99.48
20,"F20_JPPL_A35_Q2",2004,2,NA,15.808
20,"F20_JPPL_A35_Q2",2005,2,NA,12.951
20,"F20_JPPL_A35_Q2",2006,2,NA,62.898
20,"F20_JPPL_A35_Q2",2007,2,NA,58.243
20,"F20_JPPL_A35_Q2",2008,2,NA,24.05
20,"F20_JPPL_A35_Q2",2009,2,NA,99.658
20,"F20_JPPL_A35_Q2",2010,2,NA,45.423
20,"F20_JPPL_A35_Q2",2011,2,NA,27.262
20,"F20_JPPL_A35_Q2",2012,2,NA,26.658
20,"F20_JPPL_A35_Q2",2013,2,NA,18.947
20,"F20_JPPL_A35_Q2",2014,2,NA,30.105
20,"F20_JPPL_A35_Q2",2015,2,NA,20.968
20,"F20_JPPL_A35_Q2",2016,2,NA,83.491
20,"F20_JPPL_A35_Q2",2017,2,NA,50.064
20,"F20_JPPL_A35_Q2",2018,2,NA,24.745
20,"F20_JPPL_A35_Q2",2019,2,NA,8.05
20,"F20_JPPL_A35_Q2",2020,2,NA,22.463
20,"F20_JPPL_A35_Q2",2021,2,NA,3.616
20,"F20_JPPL_A35_Q2",2022,2,NA,2.577
20,"F20_JPPL_A35_Q2",2023,2,NA,56.84
20,"F20_JPPL_A35_Q2",2024,2,NA,12.611
21,"F21_JPPL_A35_Q1",2004,1,17.433,NA
21,"F21_JPPL_A35_Q3",1994,3,NA,12.243
21,"F21_JPPL_A35_Q3",1995,3,NA,24.676
21,"F21_JPPL_A35_Q3",1996,3,NA,23.77
21,"F21_JPPL_A35_Q3",1997,3,NA,24.177
21,"F21_JPPL_A35_Q3",1998,3,NA,11.351
21,"F21_JPPL_A35_Q3",1999,3,NA,40.593
21,"F21_JPPL_A35_Q3",2000,3,NA,4.374
21,"F21_JPPL_A35_Q3",2001,3,NA,45.016
21,"F21_JPPL_A35_Q3",2002,3,NA,9.482
21,"F21_JPPL_A35_Q3",2003,3,NA,30.576
21,"F21_JPPL_A35_Q3",2004,3,NA,7.827
21,"F21_JPPL_A35_Q3",2005,3,NA,7.158
21,"F21_JPPL_A35_Q3",2006,3,NA,5.658
21,"F21_JPPL_A35_Q3",2007,3,NA,17.731
21,"F21_JPPL_A35_Q3",2008,3,NA,19.862
21,"F21_JPPL_A35_Q3",2009,3,NA,15.544
21,"F21_JPPL_A35_Q3",2010,3,NA,4.75
21,"F21_JPPL_A35_Q3",2011,3,NA,6.949
21,"F21_JPPL_A35_Q3",2012,3,NA,21.642
21,"F21_JPPL_A35_Q3",2013,3,NA,3.771
21,"F21_JPPL_A35_Q3",2014,3,NA,73.85
21,"F21_JPPL_A35_Q3",2015,3,NA,15.878
21,"F21_JPPL_A35_Q3",2016,3,NA,15.176
21,"F21_JPPL_A35_Q3",2017,3,NA,21.105
21,"F21_JPPL_A35_Q3",2018,3,NA,9.844
21,"F21_JPPL_A35_Q3",2019,3,NA,8.485
21,"F21_JPPL_A35_Q3",2021,3,NA,10.505
21,"F21_JPPL_A35_Q3",2023,3,NA,8.357
21,"F21_JPPL_A35_Q3",2024,3,NA,22.494
22,"F22_JPPL_A35_Q2_9421",1994,2,2.558,NA
22,"F22_JPPL_A35_Q2_9421",1996,2,45.679,NA
22,"F22_JPPL_A35_Q2_9421",1997,2,154.625,NA
22,"F22_JPPL_A35_Q2_9421",2001,2,4.237,NA
22,"F22_JPPL_A35_Q2_9421",2002,2,10.79,NA
22,"F22_JPPL_A35_Q2_9421",2003,2,5.781,NA
22,"F22_JPPL_A35_Q2_9421",2004,2,33.055,NA
22,"F22_JPPL_A35_Q2_9421",2005,2,4.244,NA
22,"F22_JPPL_A35_Q2_9421",2006,2,19.096,NA
22,"F22_JPPL_A35_Q2_9421",2007,2,98.626,NA
22,"F22_JPPL_A35_Q2_9421",2008,2,15.494,NA
22,"F22_JPPL_A35_Q2_9421",2009,2,37.323,NA
22,"F22_JPPL_A35_Q2_9421",2010,2,9.991,NA
22,"F22_JPPL_A35_Q2_9421",2011,2,20.828,NA
22,"F22_JPPL_A35_Q2_9421",2012,2,42.709,NA
22,"F22_JPPL_A35_Q2_9421",2013,2,71.065,NA
22,"F22_JPPL_A35_Q2_9421",2014,2,21.226,NA
22,"F22_JPPL_A35_Q2_9421",2015,2,31.921,NA
22,"F22_JPPL_A35_Q2_9421",2016,2,315.626,NA
22,"F22_JPPL_A35_Q2_9421",2017,2,163.167,NA
22,"F22_JPPL_A35_Q2_9421",2018,2,53.622,NA
22,"F22_JPPL_A35_Q2_9421",2019,2,20.846,NA
22,"F22_JPPL_A35_Q2_9421",2020,2,18.655,NA
22,"F22_JPPL_A35_Q2_9421",2021,2,177.409,NA
22,"F22_JPPL_A35_Q4",1994,4,NA,7.665
22,"F22_JPPL_A35_Q4",1995,4,NA,14.14
22,"F22_JPPL_A35_Q4",1997,4,NA,4.858
22,"F22_JPPL_A35_Q4",2002,4,NA,8.78
22,"F22_JPPL_A35_Q4",2003,4,NA,38.113
22,"F22_JPPL_A35_Q4",2005,4,NA,8.207
22,"F22_JPPL_A35_Q4",2009,4,NA,4.506
22,"F22_JPPL_A35_Q4",2019,4,NA,6.357
22,"F22_JPPL_A35_Q4",2020,4,NA,1.184
23,"F23_JPPL_A24",1994,2,NA,8.88
23,"F23_JPPL_A24",1996,2,NA,9.6
23,"F23_JPPL_A24",1997,2,NA,7.307
23,"F23_JPPL_A24",2002,1,NA,13.542
23,"F23_JPPL_A24",2002,2,NA,6.325
23,"F23_JPPL_A24",2002,4,NA,11.494
23,"F23_JPPL_A24",2003,1,NA,18.465
23,"F23_JPPL_A24",2003,2,NA,12.993
23,"F23_JPPL_A24",2003,4,NA,13.811
23,"F23_JPPL_A24",2004,1,NA,80.397
23,"F23_JPPL_A24",2004,2,NA,21.737
23,"F23_JPPL_A24",2005,1,NA,3.681
23,"F23_JPPL_A24",2005,2,NA,3.911
23,"F23_JPPL_A24",2006,2,NA,14.615
23,"F23_JPPL_A24",2007,2,NA,5.21
23,"F23_JPPL_A24",2009,2,NA,12.224
23,"F23_JPPL_A24",2010,2,NA,10.217
23,"F23_JPPL_A24",2011,2,NA,17.076
23,"F23_JPPL_A24",2011,3,NA,7.329
23,"F23_JPPL_A24",2013,2,NA,5.942
23,"F23_JPPL_A24",2015,2,NA,8.906
23,"F23_JPPL_A24",2015,3,NA,11.27
23,"F23_JPPL_A24",2015,4,NA,7.508
23,"F23_JPPL_A24",2017,2,NA,11.937
23,"F23_JPPL_A24",2021,2,NA,10.33
23,"F23_JPPL_A35_Q3",1994,3,7.676,NA
23,"F23_JPPL_A35_Q3",1995,3,9.457,NA
23,"F23_JPPL_A35_Q3",1996,3,46.456,NA
