"Fleet","Fleet_Name","Yr","Seas","base2023","base2026"
28,"F28_TWLL_A35",2005,1,62.166,NA
28,"F28_TWLL_A35",2005,4,132.398,NA
28,"F28_TWLL_A35",2006,1,57.527,NA
28,"F28_TWLL_A35",2006,2,125.85,NA
28,"F28_TWLL_A35",2006,3,11.233,NA
28,"F28_TWLL_A35",2006,4,75.474,NA
28,"F28_TWLL_A35",2007,1,150.058,NA
28,"F28_TWLL_A35",2007,2,22.158,NA
28,"F28_TWLL_A35",2007,4,65.936,NA
28,"F28_TWLL_A35",2008,1,62.921,NA
28,"F28_TWLL_A35",2008,2,43.786,NA
28,"F28_TWLL_A35",2008,3,13.867,NA
28,"F28_TWLL_A35",2008,4,43.769,NA
28,"F28_TWLL_A35",2009,1,178.221,NA
28,"F28_TWLL_A35",2009,4,15.826,NA
28,"F28_TWLL_A35",2010,1,79.092,NA
28,"F28_TWLL_A35",2010,2,13.467,NA
28,"F28_TWLL_A35",2010,3,27.553,NA
28,"F28_TWLL_A35",2010,4,50.997,NA
28,"F28_TWLL_A35",2011,1,68.4,NA
28,"F28_TWLL_A35",2011,2,4.058,NA
28,"F28_TWLL_A35",2011,3,25.719,NA
28,"F28_TWLL_A35",2011,4,38.334,NA
28,"F28_TWLL_A35",2012,1,83.603,NA
28,"F28_TWLL_A35",2012,4,67.045,NA
28,"F28_TWLL_A35",2013,1,114.551,NA
28,"F28_TWLL_A35",2013,4,86.124,NA
28,"F28_TWLL_A35",2014,1,106.57,NA
28,"F28_TWLL_A35",2014,4,44.868,NA
28,"F28_TWLL_A35",2015,1,18.152,NA
28,"F28_TWLL_A35",2015,4,28.877,NA
28,"F28_TWLL_A35",2016,1,29.736,NA
28,"F28_TWLL_A35",2016,4,21.902,NA
28,"F28_TWLL_A35",2017,1,34.163,NA
28,"F28_TWLL_A35",2017,4,51.178,NA
28,"F28_TWLL_A35",2018,1,86.941,NA
28,"F28_TWLL_A35",2018,4,105.896,NA
28,"F28_TWLL_A35",2019,1,373.92,NA
28,"F28_TWLL_A35",2019,4,182.852,NA
28,"F28_TWLL_A35",2020,1,38.802,NA
28,"F28_TWLL_A35",2020,4,200.043,NA
28,"F28_TWLL_A35",2021,1,51.842,NA
28,"F28_TWLL_A35",2021,2,34.566,NA
28,"F28_TWLL_A35",2021,3,7.628,NA
28,"F28_TWLL_A35",2021,4,84.736,NA
29,"F29_CNLL_A35",2013,3,NA,307.993
29,"F29_CNLL_A35",2014,3,NA,29.009
29,"F29_CNLL_A35",2017,3,NA,11.063
29,"F29_CNLL_A35",2018,3,NA,11.148
29,"F29_CNLL_A35",2020,3,NA,250.856
30,"F30_CNLL_A24",1997,3,NA,32.219
30,"F30_CNLL_A24",1998,3,NA,7.067
30,"F30_CNLL_A24",1999,3,NA,16.021
30,"F30_CNLL_A24",2000,3,NA,8.094
30,"F30_CNLL_A24",2004,3,NA,26.998
30,"F30_CNLL_A24",2005,3,NA,8.276
30,"F30_CNLL_A24",2006,3,NA,34.857
30,"F30_CNLL_A24",2007,3,NA,11.738
30,"F30_CNLL_A24",2008,3,NA,6.988
30,"F30_CNLL_A24",2009,3,NA,11.035
30,"F30_CNLL_A24",2010,3,NA,8.395
30,"F30_CNLL_A24",2011,3,NA,9.643
30,"F30_CNLL_A24",2012,3,NA,8.34
30,"F30_CNLL_A24",2013,3,NA,6.046
30,"F30_CNLL_A24",2014,3,NA,25.554
30,"F30_CNLL_A24",2016,3,NA,4.455
30,"F30_CNLL_A24",2017,3,NA,9.583
30,"F30_CNLL_A24",2018,3,NA,11.277
30,"F30_CNLL_A24",2019,3,NA,5.519
30,"F30_CNLL_A24",2020,3,NA,21.014
30,"F30_CNLL_A24",2021,3,NA,11.354
30,"F30_CNLL_A24",2022,3,NA,99.855
30,"F30_CNLL_A24",2023,3,NA,4.268
30,"F30_CNLL_A24",2024,3,NA,17.483
31,"F31_CNLL_A35",2013,4,36.084,NA
31,"F31_CNLL_A35",2014,1,15.674,NA
31,"F31_CNLL_A35",2017,4,25.028,NA
31,"F31_CNLL_A35",2020,3,29.403,NA
31,"F31_VULL_mt",2000,3,NA,50.07
31,"F31_VULL_mt",2014,3,NA,47.347
31,"F31_VULL_mt",2015,3,NA,5.488
31,"F31_VULL_mt",2023,3,NA,20.355
31,"F31_VULL_mt",2024,3,NA,43.22
32,"F32_CNLL_A24",1999,3,19.622,NA
32,"F32_CNLL_A24",2000,1,4.721,NA
32,"F32_CNLL_A24",2004,1,23.584,NA
32,"F32_CNLL_A24",2006,1,11.419,NA
32,"F32_CNLL_A24",2008,2,22.327,NA
32,"F32_CNLL_A24",2011,4,54.342,NA
32,"F32_CNLL_A24",2014,1,4.674,NA
32,"F32_CNLL_A24",2017,4,30.21,NA
32,"F32_CNLL_A24",2019,1,7.201,NA
32,"F32_CNLL_A24",2020,3,6.159,NA
32,"F32_CNLL_A24",2020,4,19.403,NA
32,"F32_CNLL_A24",2021,1,21.827,NA
33,"F33_VUOTHLL",2000,1,7.564,NA
33,"F33_VUOTHLL",2014,1,74.48,NA
33,"F33_VUOTHLL",2014,2,29.902,NA
33,"F33_VUOTHLL",2014,3,37.666,NA
33,"F33_VUOTHLL",2014,4,60.609,NA
34,"F34_EPOSF_9921",1995,3,113.486,NA
34,"F34_EPOSF_9921",1996,2,112.01,NA
34,"F34_EPOSF_9921",1996,3,415.764,NA
34,"F34_EPOSF_9921",1997,2,76.535,NA
34,"F34_EPOSF_9921",1997,3,347.282,NA
34,"F34_EPOSF_9921",1998,3,159.555,NA
34,"F34_EPOSF_9921",1999,2,100.602,NA
34,"F34_EPOSF_9921",1999,3,94.603,NA
34,"F34_EPOSF_9921",2000,2,44.765,NA
34,"F34_EPOSF_9921",2000,3,72.337,NA
34,"F34_EPOSF_9921",2001,3,204.761,NA
34,"F34_EPOSF_9921",2002,3,27.201,NA
34,"F34_EPOSF_9921",2003,3,414.49,NA
34,"F34_EPOSF_9921",2003,4,39.607,NA
34,"F34_EPOSF_9921",2004,2,30.076,NA
34,"F34_EPOSF_9921",2004,3,56.292,NA
34,"F34_EPOSF_9921",2004,4,110.799,NA
34,"F34_EPOSF_9921",2005,2,88.757,NA
34,"F34_EPOSF_9921",2005,3,266.507,NA
34,"F34_EPOSF_9921",2005,4,44.461,NA
34,"F34_EPOSF_9921",2006,3,372.157,NA
34,"F34_EPOSF_9921",2006,4,266.457,NA
34,"F34_EPOSF_9921",2007,2,57.852,NA
34,"F34_EPOSF_9921",2007,3,610.706,NA
34,"F34_EPOSF_9921",2008,2,14.382,NA
34,"F34_EPOSF_9921",2008,3,442.621,NA
34,"F34_EPOSF_9921",2008,4,70.26,NA
34,"F34_EPOSF_9921",2009,2,181.713,NA
34,"F34_EPOSF_9921",2009,3,1923.41,NA
34,"F34_EPOSF_9921",2009,4,80.603,NA
34,"F34_EPOSF_9921",2010,2,41.286,NA
34,"F34_EPOSF_9921",2010,3,473.43,NA
34,"F34_EPOSF_9921",2010,4,178.338,NA
34,"F34_EPOSF_9921",2011,2,43.406,NA
34,"F34_EPOSF_9921",2011,3,180.555,NA
34,"F34_EPOSF_9921",2011,4,307.029,NA
34,"F34_EPOSF_9921",2012,2,46.528,NA
34,"F34_EPOSF_9921",2012,3,880.306,NA
34,"F34_EPOSF_9921",2012,4,177.718,NA
34,"F34_EPOSF_9921",2013,3,563.421,NA
34,"F34_EPOSF_9921",2013,4,368.286,NA
34,"F34_EPOSF_9921",2014,3,704.335,NA
34,"F34_EPOSF_9921",2014,4,89.244,NA
34,"F34_EPOSF_9921",2015,2,29.211,NA
34,"F34_EPOSF_9921",2015,3,111.571,NA
34,"F34_EPOSF_9921",2015,4,84.709,NA
34,"F34_EPOSF_9921",2016,2,39.557,NA
34,"F34_EPOSF_9921",2016,3,142.262,NA
34,"F34_EPOSF_9921",2016,4,38.91,NA
34,"F34_EPOSF_9921",2017,2,20.115,NA
34,"F34_EPOSF_9921",2017,3,63.432,NA
34,"F34_EPOSF_9921",2017,4,64.149,NA
34,"F34_EPOSF_9921",2018,2,19.724,NA
34,"F34_EPOSF_9921",2018,3,124.611,NA
34,"F34_EPOSF_9921",2019,2,16.767,NA
34,"F34_EPOSF_9921",2019,3,187.933,NA
34,"F34_EPOSF_9921",2019,4,75.039,NA
34,"F34_EPOSF_9921",2020,3,82.271,NA
34,"F34_EPOSF_9921",2020,4,77.72,NA
34,"F34_EPOSF_9921",2021,3,33.605,NA
34,"F34_EPOSF_9921",2021,4,18.598,NA
34,"F34_EPOSF_xx24",1995,3,NA,67.426
34,"F34_EPOSF_xx24",1996,2,NA,56.572
34,"F34_EPOSF_xx24",1996,3,NA,35.661
34,"F34_EPOSF_xx24",1996,4,NA,67.691
34,"F34_EPOSF_xx24",1997,2,NA,44.26
34,"F34_EPOSF_xx24",1997,3,NA,86.067
34,"F34_EPOSF_xx24",1997,4,NA,15.503
34,"F34_EPOSF_xx24",1998,3,NA,122.996
34,"F34_EPOSF_xx24",1998,4,NA,20.556
34,"F34_EPOSF_xx24",1999,2,NA,41.689
34,"F34_EPOSF_xx24",1999,3,NA,27.667
34,"F34_EPOSF_xx24",2000,2,NA,19.477
34,"F34_EPOSF_xx24",2000,3,NA,210.608
34,"F34_EPOSF_xx24",2001,2,NA,38.695
34,"F34_EPOSF_xx24",2001,3,NA,78.194
34,"F34_EPOSF_xx24",2002,3,NA,21.665
34,"F34_EPOSF_xx24",2003,3,NA,289.222
34,"F34_EPOSF_xx24",2004,2,NA,21.924
34,"F34_EPOSF_xx24",2004,3,NA,66.612
34,"F34_EPOSF_xx24",2004,4,NA,111.105
34,"F34_EPOSF_xx24",2005,2,NA,118.417
34,"F34_EPOSF_xx24",2005,3,NA,208.676
34,"F34_EPOSF_xx24",2005,4,NA,12.997
34,"F34_EPOSF_xx24",2006,3,NA,55.055
34,"F34_EPOSF_xx24",2006,4,NA,58.514
34,"F34_EPOSF_xx24",2007,2,NA,13.602
34,"F34_EPOSF_xx24",2007,3,NA,41.701
34,"F34_EPOSF_xx24",2008,2,NA,8.893
34,"F34_EPOSF_xx24",2008,3,NA,357.822
34,"F34_EPOSF_xx24",2008,4,NA,15.972
34,"F34_EPOSF_xx24",2009,2,NA,35.702
34,"F34_EPOSF_xx24",2009,3,NA,144.429
34,"F34_EPOSF_xx24",2009,4,NA,80.81
34,"F34_EPOSF_xx24",2010,2,NA,16.757
34,"F34_EPOSF_xx24",2010,3,NA,179.707
34,"F34_EPOSF_xx24",2010,4,NA,52.41
34,"F34_EPOSF_xx24",2011,2,NA,62.838
34,"F34_EPOSF_xx24",2011,3,NA,293.874
34,"F34_EPOSF_xx24",2011,4,NA,70.99
34,"F34_EPOSF_xx24",2012,2,NA,88.812
34,"F34_EPOSF_xx24",2012,3,NA,149.585
34,"F34_EPOSF_xx24",2012,4,NA,103.537
34,"F34_EPOSF_xx24",2013,3,NA,119.908
34,"F34_EPOSF_xx24",2013,4,NA,37.488
34,"F34_EPOSF_xx24",2014,3,NA,53.194
34,"F34_EPOSF_xx24",2014,4,NA,30.184
34,"F34_EPOSF_xx24",2015,2,NA,11.89
34,"F34_EPOSF_xx24",2015,3,NA,43.675
34,"F34_EPOSF_xx24",2015,4,NA,39.491
34,"F34_EPOSF_xx24",2016,2,NA,13.525
34,"F34_EPOSF_xx24",2016,3,NA,39.736
34,"F34_EPOSF_xx24",2016,4,NA,29.597
34,"F34_EPOSF_xx24",2017,2,NA,8.601
34,"F34_EPOSF_xx24",2017,3,NA,24.304
34,"F34_EPOSF_xx24",2017,4,NA,18.907
34,"F34_EPOSF_xx24",2018,2,NA,10.751
34,"F34_EPOSF_xx24",2018,3,NA,43.92
34,"F34_EPOSF_xx24",2019,2,NA,16.782
34,"F34_EPOSF_xx24",2019,3,NA,103.479
34,"F34_EPOSF_xx24",2019,4,NA,46.439
34,"F34_EPOSF_xx24",2020,3,NA,33.329
34,"F34_EPOSF_xx24",2020,4,NA,34.992
34,"F34_EPOSF_xx24",2021,3,NA,18.247
34,"F34_EPOSF_xx24",2021,4,NA,7.56
34,"F34_EPOSF_xx24",2022,3,NA,33.841
34,"F34_EPOSF_xx24",2022,4,NA,23.821
34,"F34_EPOSF_xx24",2023,3,NA,44.177
34,"F34_EPOSF_xx24",2024,3,NA,277.871
34,"F34_EPOSF_xx24",2024,4,NA,53.894
35,"F35_JPTWKR_DNMisc",2008,1,NA,19.955
35,"F35_JPTWKR_DNMisc",2008,2,NA,23.529
35,"F35_JPTWKR_DNMisc",2008,3,NA,4.871
35,"F35_JPTWKR_DNMisc",2008,4,NA,22.913
35,"F35_JPTWKR_DNMisc",2009,1,NA,18.229
35,"F35_JPTWKR_DNMisc",2009,2,NA,18.66
35,"F35_JPTWKR_DNMisc",2009,4,NA,83.288
35,"F35_JPTWKR_DNMisc",2010,2,NA,5.096
35,"F35_JPTWKR_DNMisc",2010,3,NA,4.48
35,"F35_JPTWKR_DNMisc",2010,4,NA,39.629
35,"F35_JPTWKR_DNMisc",2011,1,NA,12.13
35,"F35_JPTWKR_DNMisc",2011,4,NA,18.62
35,"F35_JPTWKR_DNMisc",2012,1,NA,12.578
35,"F35_JPTWKR_DNMisc",2012,2,NA,23.098
35,"F35_JPTWKR_DNMisc",2014,4,NA,4.373
35,"F35_JPTWKR_DNMisc",2015,1,NA,5.293
35,"F35_JPTWKR_DNMisc",2015,3,NA,4.106
35,"F35_JPTWKR_DNMisc",2015,4,NA,12.202
35,"F35_JPTWKR_DNMisc",2016,2,NA,2.08
35,"F35_JPTWKR_DNMisc",2016,4,NA,5.921
35,"F35_JPTWKR_DNMisc",2017,4,NA,17.97
35,"F35_JPTWKR_DNMisc",2018,3,NA,7.347
35,"F35_JPTWKR_DNMisc",2018,4,NA,50.143
35,"F35_JPTWKR_DNMisc",2022,3,NA,2.73
35,"F35_JPTWKR_DNMisc",2023,3,NA,2.599
36,"S36_JPLL_idx_adult",1996,1,NA,21.892
36,"S36_JPLL_idx_adult",1997,1,NA,22.494
36,"S36_JPLL_idx_adult",1998,1,NA,21.715
36,"S36_JPLL_idx_adult",1999,1,NA,19.078
36,"S36_JPLL_idx_adult",2000,1,NA,18.053
36,"S36_JPLL_idx_adult",2001,1,NA,16.573
36,"S36_JPLL_idx_adult",2002,1,NA,16.754
36,"S36_JPLL_idx_adult",2003,1,NA,16.656
36,"S36_JPLL_idx_adult",2004,1,NA,16.639
36,"S36_JPLL_idx_adult",2005,1,NA,16.808
36,"S36_JPLL_idx_adult",2006,1,NA,16.127
36,"S36_JPLL_idx_adult",2007,1,NA,15.226
36,"S36_JPLL_idx_adult",2008,1,NA,13.906
36,"S36_JPLL_idx_adult",2009,1,NA,14.2
36,"S36_JPLL_idx_adult",2010,1,NA,15.252
36,"S36_JPLL_idx_adult",2011,1,NA,16.264
36,"S36_JPLL_idx_adult",2012,1,NA,16.025
36,"S36_JPLL_idx_adult",2013,1,NA,15.874
36,"S36_JPLL_idx_adult",2014,1,NA,15.551
36,"S36_JPLL_idx_adult",2015,1,NA,15.259
36,"S36_JPLL_idx_adult",2016,1,NA,15.578
36,"S36_JPLL_idx_adult",2017,1,NA,17.013
36,"S36_JPLL_idx_adult",2018,1,NA,18.052
36,"S36_JPLL_idx_adult",2019,1,NA,19.293
36,"S36_JPLL_idx_adult",2020,1,NA,17.821
36,"S36_JPLL_idx_adult",2021,1,NA,13.563
36,"S36_JPLL_idx_adult",2022,1,NA,16.12
36,"S36_JPLL_idx_adult",2023,1,NA,19.621
36,"S36_JPLL_idx_adult",2024,1,NA,19.662
36,"S36_JPLL_RTV_A2",1994,2,119.655,NA
36,"S36_JPLL_RTV_A2",1994,4,119.655,NA
36,"S36_JPLL_RTV_A2",1995,4,119.655,NA
36,"S36_JPLL_RTV_A2",1996,4,119.655,NA
36,"S36_JPLL_RTV_A2",1997,4,119.655,NA
36,"S36_JPLL_RTV_A2",2004,1,119.655,NA
36,"S36_JPLL_RTV_A2",2004,2,119.655,NA
36,"S36_JPLL_RTV_A2",2005,1,119.655,NA
36,"S36_JPLL_RTV_A2",2006,1,119.655,NA
36,"S36_JPLL_RTV_A2",2007,1,119.655,NA
36,"S36_JPLL_RTV_A2",2008,1,119.655,NA
36,"S36_JPLL_RTV_A2",2009,4,119.655,NA
36,"S36_JPLL_RTV_A2",2010,1,119.655,NA
36,"S36_JPLL_RTV_A2",2011,1,119.655,NA
36,"S36_JPLL_RTV_A2",2011,3,119.655,NA
36,"S36_JPLL_RTV_A2",2011,4,119.655,NA
36,"S36_JPLL_RTV_A2",2014,1,119.655,NA
36,"S36_JPLL_RTV_A2",2015,1,119.655,NA
36,"S36_JPLL_RTV_A2",2016,2,119.655,NA
36,"S36_JPLL_RTV_A2",2017,4,119.655,NA
36,"S36_JPLL_RTV_A2",2018,1,119.655,NA
36,"S36_JPLL_RTV_A2",2018,2,119.655,NA
36,"S36_JPLL_RTV_A2",2018,4,119.655,NA
36,"S36_JPLL_RTV_A2",2019,2,119.655,NA
36,"S36_JPLL_RTV_A2",2019,4,119.655,NA
36,"S36_JPLL_RTV_A2",2020,4,119.655,NA
36,"S36_JPLL_RTV_A2",2021,1,119.655,NA
36,"S36_JPLL_RTV_A2",2021,2,119.655,NA
36,"S36_JPLL_RTV_A2",2021,3,119.655,NA
36,"S36_JPLL_RTV_A2",2021,4,119.655,NA
37,"S37_JPLL_RTV_A4",1994,1,24.013,NA
37,"S37_JPLL_RTV_A4",1994,2,24.013,NA
37,"S37_JPLL_RTV_A4",1994,3,24.013,NA
37,"S37_JPLL_RTV_A4",1994,4,24.013,NA
37,"S37_JPLL_RTV_A4",1995,1,24.013,NA
37,"S37_JPLL_RTV_A4",1995,2,24.013,NA
37,"S37_JPLL_RTV_A4",1996,1,24.013,NA
37,"S37_JPLL_RTV_A4",1996,2,24.013,NA
37,"S37_JPLL_RTV_A4",1996,4,24.013,NA
37,"S37_JPLL_RTV_A4",1997,1,24.013,NA
37,"S37_JPLL_RTV_A4",1997,2,24.013,NA
37,"S37_JPLL_RTV_A4",2003,2,24.013,NA
37,"S37_JPLL_RTV_A4",2003,3,24.013,NA
37,"S37_JPLL_RTV_A4",2003,4,24.013,NA
37,"S37_JPLL_RTV_A4",2004,1,24.013,NA
37,"S37_JPLL_RTV_A4",2004,4,24.013,NA
37,"S37_JPLL_RTV_A4",2005,1,24.013,NA
37,"S37_JPLL_RTV_A4",2005,2,24.013,NA
37,"S37_JPLL_RTV_A4",2006,1,24.013,NA
37,"S37_JPLL_RTV_A4",2006,2,24.013,NA
37,"S37_JPLL_RTV_A4",2006,3,24.013,NA
37,"S37_JPLL_RTV_A4",2006,4,24.013,NA
37,"S37_JPLL_RTV_A4",2007,1,24.013,NA
37,"S37_JPLL_RTV_A4",2007,2,24.013,NA
37,"S37_JPLL_RTV_A4",2008,1,24.013,NA
37,"S37_JPLL_RTV_A4",2008,2,24.013,NA
37,"S37_JPLL_RTV_A4",2009,1,24.013,NA
37,"S37_JPLL_RTV_A4",2009,2,24.013,NA
37,"S37_JPLL_RTV_A4",2010,1,24.013,NA
37,"S37_JPLL_RTV_A4",2010,2,24.013,NA
37,"S37_JPLL_RTV_A4",2010,4,24.013,NA
37,"S37_JPLL_RTV_A4",2011,1,24.013,NA
37,"S37_JPLL_RTV_A4",2011,2,24.013,NA
37,"S37_JPLL_RTV_A4",2011,4,24.013,NA
37,"S37_JPLL_RTV_A4",2012,1,24.013,NA
37,"S37_JPLL_RTV_A4",2012,2,24.013,NA
37,"S37_JPLL_RTV_A4",2012,4,24.013,NA
37,"S37_JPLL_RTV_A4",2013,1,24.013,NA
37,"S37_JPLL_RTV_A4",2013,2,24.013,NA
37,"S37_JPLL_RTV_A4",2013,4,24.013,NA
37,"S37_JPLL_RTV_A4",2014,1,24.013,NA
37,"S37_JPLL_RTV_A4",2014,2,24.013,NA
37,"S37_JPLL_RTV_A4",2014,4,24.013,NA
37,"S37_JPLL_RTV_A4",2015,1,24.013,NA
37,"S37_JPLL_RTV_A4",2015,2,24.013,NA
37,"S37_JPLL_RTV_A4",2015,3,24.013,NA
37,"S37_JPLL_RTV_A4",2016,2,24.013,NA
37,"S37_JPLL_RTV_A4",2016,3,24.013,NA
37,"S37_JPLL_RTV_A4",2017,1,24.013,NA
37,"S37_JPLL_RTV_A4",2017,2,24.013,NA
37,"S37_JPLL_RTV_A4",2017,3,24.013,NA
37,"S37_JPLL_RTV_A4",2018,1,24.013,NA
37,"S37_JPLL_RTV_A4",2018,2,24.013,NA
37,"S37_JPLL_RTV_A4",2018,3,24.013,NA
37,"S37_JPLL_RTV_A4",2018,4,24.013,NA
37,"S37_JPLL_RTV_A4",2019,1,24.013,NA
37,"S37_JPLL_RTV_A4",2019,2,24.013,NA
37,"S37_JPLL_RTV_A4",2019,3,24.013,NA
37,"S37_JPLL_RTV_A4",2020,1,24.013,NA
37,"S37_JPLL_RTV_A4",2020,4,24.013,NA
37,"S37_JPLL_RTV_A4",2021,1,24.013,NA
37,"S37_JPLL_RTV_A4",2021,2,24.013,NA
37,"S37_JPLL_RTV_A4",2021,4,24.013,NA
