"Fleet","Fleet_Name","Yr","Seas","base","JPLLA35_USLLA24","JPPLA35_JPLLA13","JPPLA35_TWLLA35","TWLLA35_EPOSF"
17,"F17_JPLL_A4_num",2009,3,74.948,75.097,75.314,74.547,75.369
17,"F17_JPLL_A4_num",2010,1,4.552,4.55,4.55,4.554,4.55
17,"F17_JPLL_A4_num",2010,2,1.813,1.813,1.814,1.812,1.814
17,"F17_JPLL_A4_num",2010,3,16.752,16.728,16.742,16.795,16.742
17,"F17_JPLL_A4_num",2010,4,71.962,71.848,71.697,72.751,71.548
17,"F17_JPLL_A4_num",2011,1,115.397,115.389,115.366,115.7,115.328
17,"F17_JPLL_A4_num",2011,3,100.051,100.186,100.85,98.864,101.195
17,"F17_JPLL_A4_num",2011,4,18.934,18.958,19.029,18.74,19.067
17,"F17_JPLL_A4_num",2012,1,39.139,39.128,39.085,39.176,39.066
17,"F17_JPLL_A4_num",2012,2,15.923,15.919,15.908,15.939,15.903
17,"F17_JPLL_A4_num",2012,3,286.231,287.927,289.546,280.088,290.528
17,"F17_JPLL_A4_num",2012,4,101.927,102.241,102.623,100.519,102.846
17,"F17_JPLL_A4_num",2013,1,9.374,9.364,9.363,9.411,9.359
17,"F17_JPLL_A4_num",2013,2,30.811,30.82,30.752,30.736,30.736
17,"F17_JPLL_A4_num",2013,3,50.881,50.904,50.763,50.793,50.731
17,"F17_JPLL_A4_num",2014,1,5.139,5.137,5.137,5.152,5.135
17,"F17_JPLL_A4_num",2014,2,16.405,16.402,16.383,16.398,16.381
17,"F17_JPLL_A4_num",2014,4,213.224,213.579,214.213,211.285,214.534
17,"F17_JPLL_A4_num",2015,3,132.722,132.783,132.246,133.061,132.163
17,"F17_JPLL_A4_num",2015,4,20.419,20.391,20.335,20.549,20.317
17,"F17_JPLL_A4_num",2016,2,277.121,277.495,277.113,276.87,277.057
17,"F17_JPLL_A4_num",2016,3,166.303,166.983,168.144,163.288,168.535
17,"F17_JPLL_A4_num",2017,3,176.416,176.865,176.72,175.285,176.597
17,"F17_JPLL_A4_num",2017,4,60.09,59.926,59.451,61.246,59.218
17,"F17_JPLL_A4_num",2018,2,60.894,60.927,60.995,60.727,61.027
17,"F17_JPLL_A4_num",2018,3,30.009,29.902,29.734,30.532,29.646
17,"F17_JPLL_A4_num",2019,1,7.072,7.063,7.053,7.11,7.047
17,"F17_JPLL_A4_num",2019,2,16.593,16.573,16.544,16.674,16.53
17,"F17_JPLL_A4_num",2019,3,199.6,200.863,202.529,194.435,203.493
17,"F17_JPLL_A4_num",2019,4,137.037,136.617,135.534,139.18,135.031
17,"F17_JPLL_A4_num",2020,2,12.23,12.228,12.213,12.247,12.205
17,"F17_JPLL_A4_num",2020,3,36.572,36.493,36.298,36.996,36.2
17,"F17_JPLL_A4_num",2023,2,3.315,3.316,3.317,3.307,3.318
17,"F17_JPLL_A4_num",2023,3,10.805,10.802,10.762,10.892,10.745
17,"F17_JPLL_A4_num",2024,1,11.588,11.588,11.573,11.615,11.571
17,"F17_JPLL_A4_num",2024,2,8.357,8.361,8.371,8.327,8.378
18,"F18_JPLL_A5_num",1995,4,65.696,64.291,65.685,65.544,65.706
18,"F18_JPLL_A5_num",2003,4,55.063,55.179,55.316,54.495,55.511
18,"F18_JPLL_A5_num",2004,2,32.237,32.278,32.354,31.976,32.407
18,"F18_JPLL_A5_num",2004,3,31.703,32.022,32.127,30.66,32.3
18,"F18_JPLL_A5_num",2004,4,140.551,142.508,143.6,133.501,144.753
18,"F18_JPLL_A5_num",2005,4,35.587,35.204,35.053,36.913,34.876
18,"F18_JPLL_A5_num",2006,4,41.413,41.368,41.303,41.508,41.303
18,"F18_JPLL_A5_num",2007,4,11.267,11.326,11.368,11.028,11.408
18,"F18_JPLL_A5_num",2008,4,27.774,27.91,27.996,27.211,28.065
18,"F18_JPLL_A5_num",2009,3,29.823,29.486,29.215,31.254,28.975
18,"F18_JPLL_A5_num",2011,3,25.536,25.538,25.591,25.435,25.608
18,"F18_JPLL_A5_num",2011,4,54.608,55.213,55.573,52.495,55.969
19,"F19_JPPL_A35_Q1",2002,1,25.979,26.604,26.171,26.373,25.934
19,"F19_JPPL_A35_Q1",2004,1,35.687,37.486,30.986,35.009,35.093
19,"F19_JPPL_A35_Q1",2005,1,16.21,16.448,14.878,16.201,15.767
19,"F19_JPPL_A35_Q1",2007,1,7.953,8.004,7.987,7.874,7.977
19,"F19_JPPL_A35_Q1",2022,1,6.888,6.57,7.583,6.927,6.936
19,"F19_JPPL_A35_Q1",2023,1,21.452,22.58,22.491,20.87,22.302
20,"F20_JPPL_A35_Q2",1994,2,2.651,2.653,2.65,2.657,2.648
20,"F20_JPPL_A35_Q2",1995,2,4.862,4.865,4.86,4.86,4.861
20,"F20_JPPL_A35_Q2",1996,2,18.77,18.776,18.754,18.78,18.744
20,"F20_JPPL_A35_Q2",1997,2,153.862,154.332,155.684,149.831,156.537
20,"F20_JPPL_A35_Q2",1998,2,3.852,3.852,3.85,3.856,3.849
20,"F20_JPPL_A35_Q2",1999,2,24.303,24.353,24.451,23.962,24.536
20,"F20_JPPL_A35_Q2",2000,2,3.078,3.075,3.068,3.103,3.063
20,"F20_JPPL_A35_Q2",2001,2,8.17,8.163,8.155,8.206,8.144
20,"F20_JPPL_A35_Q2",2002,2,33.177,33.132,33.041,33.469,32.952
20,"F20_JPPL_A35_Q2",2003,2,99.48,99.783,100.211,97.655,100.732
20,"F20_JPPL_A35_Q2",2004,2,15.808,15.788,15.733,15.99,15.698
20,"F20_JPPL_A35_Q2",2005,2,12.951,12.949,12.907,13.004,12.902
20,"F20_JPPL_A35_Q2",2006,2,62.898,62.973,63.311,61.986,63.518
20,"F20_JPPL_A35_Q2",2007,2,58.243,59.213,61.154,52.741,62.548
20,"F20_JPPL_A35_Q2",2008,2,24.05,24.082,24.085,23.982,24.109
20,"F20_JPPL_A35_Q2",2009,2,99.658,99.673,99.379,100.415,99.244
20,"F20_JPPL_A35_Q2",2010,2,45.423,45.456,45.556,45.068,45.615
20,"F20_JPPL_A35_Q2",2011,2,27.262,27.317,27.406,26.963,27.477
20,"F20_JPPL_A35_Q2",2012,2,26.658,26.623,26.583,26.799,26.543
20,"F20_JPPL_A35_Q2",2013,2,18.947,18.918,18.84,19.18,18.79
20,"F20_JPPL_A35_Q2",2014,2,30.105,30.058,29.983,30.38,29.919
20,"F20_JPPL_A35_Q2",2015,2,20.968,20.971,20.976,20.963,20.976
20,"F20_JPPL_A35_Q2",2016,2,83.491,83.523,83.791,82.858,83.927
20,"F20_JPPL_A35_Q2",2017,2,50.064,50.008,49.862,50.621,49.731
20,"F20_JPPL_A35_Q2",2018,2,24.745,24.713,24.653,24.956,24.61
20,"F20_JPPL_A35_Q2",2019,2,8.05,8.061,8.08,7.985,8.092
20,"F20_JPPL_A35_Q2",2020,2,22.463,22.495,22.571,22.212,22.614
20,"F20_JPPL_A35_Q2",2021,2,3.616,3.617,3.622,3.604,3.624
20,"F20_JPPL_A35_Q2",2022,2,2.577,2.576,2.576,2.579,2.576
20,"F20_JPPL_A35_Q2",2023,2,56.84,56.976,57.225,55.999,57.404
20,"F20_JPPL_A35_Q2",2024,2,12.611,12.612,12.594,12.664,12.591
21,"F21_JPPL_A35_Q3",1994,3,12.243,12.275,12.289,12.258,12.22
21,"F21_JPPL_A35_Q3",1995,3,24.676,24.608,24.472,24.946,24.528
21,"F21_JPPL_A35_Q3",1996,3,23.77,23.813,23.776,23.659,23.797
21,"F21_JPPL_A35_Q3",1997,3,24.177,24.195,24.2,24.137,24.176
21,"F21_JPPL_A35_Q3",1998,3,11.351,11.341,11.405,11.385,11.318
21,"F21_JPPL_A35_Q3",1999,3,40.593,40.829,40.696,39.218,41.59
21,"F21_JPPL_A35_Q3",2000,3,4.374,4.372,4.377,4.398,4.356
21,"F21_JPPL_A35_Q3",2001,3,45.016,44.974,45.139,45.544,44.565
21,"F21_JPPL_A35_Q3",2002,3,9.482,9.493,9.479,9.447,9.506
21,"F21_JPPL_A35_Q3",2003,3,30.576,30.577,30.63,30.439,30.721
21,"F21_JPPL_A35_Q3",2004,3,7.827,7.828,7.829,7.864,7.794
21,"F21_JPPL_A35_Q3",2005,3,7.158,7.155,7.153,7.166,7.149
21,"F21_JPPL_A35_Q3",2006,3,5.658,5.669,5.643,5.592,5.712
21,"F21_JPPL_A35_Q3",2007,3,17.731,17.807,17.736,17.371,18.018
21,"F21_JPPL_A35_Q3",2008,3,19.862,19.885,19.838,19.719,19.995
21,"F21_JPPL_A35_Q3",2009,3,15.544,15.567,15.486,15.327,15.732
21,"F21_JPPL_A35_Q3",2010,3,4.75,4.75,4.742,4.767,4.736
21,"F21_JPPL_A35_Q3",2011,3,6.949,6.953,6.957,6.948,6.948
21,"F21_JPPL_A35_Q3",2012,3,21.642,21.734,21.586,21.258,21.953
21,"F21_JPPL_A35_Q3",2013,3,3.771,3.77,3.771,3.775,3.766
21,"F21_JPPL_A35_Q3",2014,3,73.85,74.213,73.42,71.594,75.574
21,"F21_JPPL_A35_Q3",2015,3,15.878,15.903,15.851,15.803,15.925
21,"F21_JPPL_A35_Q3",2016,3,15.176,15.23,15.085,14.856,15.437
21,"F21_JPPL_A35_Q3",2017,3,21.105,21.067,21.112,21.366,20.885
21,"F21_JPPL_A35_Q3",2018,3,9.844,9.869,9.801,9.736,9.924
21,"F21_JPPL_A35_Q3",2019,3,8.485,8.49,8.476,8.478,8.484
21,"F21_JPPL_A35_Q3",2021,3,10.505,10.537,10.441,10.284,10.666
21,"F21_JPPL_A35_Q3",2023,3,8.357,8.4,8.327,8.175,8.496
21,"F21_JPPL_A35_Q3",2024,3,22.494,22.478,22.525,22.542,22.453
22,"F22_JPPL_A35_Q4",1994,4,7.665,7.676,7.686,7.677,7.688
22,"F22_JPPL_A35_Q4",1995,4,14.14,14.177,14.135,14.009,14.146
22,"F22_JPPL_A35_Q4",1997,4,4.858,4.858,4.862,4.866,4.861
22,"F22_JPPL_A35_Q4",2002,4,8.78,8.757,8.796,8.949,8.758
22,"F22_JPPL_A35_Q4",2003,4,38.113,38.204,37.894,37.365,37.981
22,"F22_JPPL_A35_Q4",2005,4,8.207,8.21,8.203,8.192,8.205
22,"F22_JPPL_A35_Q4",2009,4,4.506,4.505,4.507,4.512,4.506
22,"F22_JPPL_A35_Q4",2019,4,6.357,6.37,6.359,6.387,6.356
22,"F22_JPPL_A35_Q4",2020,4,1.184,1.184,1.184,1.181,1.184
23,"F23_JPPL_A24",1994,2,8.88,8.981,8.932,8.713,8.927
23,"F23_JPPL_A24",1996,2,9.6,9.567,9.592,9.709,9.583
23,"F23_JPPL_A24",1997,2,7.307,7.265,7.264,7.42,7.24
23,"F23_JPPL_A24",2002,1,13.542,13.503,13.497,13.634,13.484
23,"F23_JPPL_A24",2002,2,6.325,6.327,6.335,6.306,6.34
23,"F23_JPPL_A24",2002,4,11.494,11.47,11.471,11.548,11.462
23,"F23_JPPL_A24",2003,1,18.465,18.486,18.505,18.332,18.539
23,"F23_JPPL_A24",2003,2,12.993,12.983,12.948,13.105,12.926
23,"F23_JPPL_A24",2003,4,13.811,13.737,13.732,14.016,13.683
23,"F23_JPPL_A24",2004,1,80.397,79.607,79.377,82.876,78.976
23,"F23_JPPL_A24",2004,2,21.737,21.818,21.804,21.525,21.878
23,"F23_JPPL_A24",2005,1,3.681,3.682,3.682,3.678,3.681
23,"F23_JPPL_A24",2005,2,3.911,3.912,3.912,3.906,3.912
23,"F23_JPPL_A24",2006,2,14.615,14.614,14.665,14.585,14.661
23,"F23_JPPL_A24",2007,2,5.21,5.218,5.221,5.178,5.226
23,"F23_JPPL_A24",2009,2,12.224,12.278,12.313,12.021,12.353
23,"F23_JPPL_A24",2010,2,10.217,10.247,10.262,10.13,10.281
23,"F23_JPPL_A24",2011,2,17.076,17.139,17.153,16.857,17.19
23,"F23_JPPL_A24",2011,3,7.329,7.346,7.347,7.284,7.355
23,"F23_JPPL_A24",2013,2,5.942,5.93,5.934,5.96,5.932
23,"F23_JPPL_A24",2015,2,8.906,8.901,8.9,8.924,8.897
23,"F23_JPPL_A24",2015,3,11.27,11.225,11.206,11.405,11.18
23,"F23_JPPL_A24",2015,4,7.508,7.491,7.483,7.556,7.473
23,"F23_JPPL_A24",2017,2,11.937,11.943,11.951,11.906,11.957
23,"F23_JPPL_A24",2021,2,10.33,10.357,10.396,10.186,10.421
24,"F24_USLL_A35",1994,4,19.037,19.582,19.347,18.194,19.444
24,"F24_USLL_A35",1995,1,27.676,27.849,27.879,27.171,27.981
24,"F24_USLL_A35",1995,2,24.565,25.057,24.951,23.519,25.115
24,"F24_USLL_A35",1996,3,11.317,11.251,11.229,11.505,11.185
24,"F24_USLL_A35",1996,4,38.657,38.079,37.996,40.432,37.665
24,"F24_USLL_A35",1997,1,17.127,17.075,17.088,17.227,17.062
24,"F24_USLL_A35",1997,2,11.595,11.591,11.609,11.574,11.609
24,"F24_USLL_A35",1997,4,63.381,64.245,64.377,60.431,64.841
24,"F24_USLL_A35",1998,1,10.162,10.197,10.204,10.033,10.226
24,"F24_USLL_A35",1998,3,18.517,18.413,18.406,18.895,18.363
24,"F24_USLL_A35",1998,4,67.368,67.532,67.409,66.781,67.371
24,"F24_USLL_A35",1999,1,57.349,57.632,57.698,56.246,57.81
24,"F24_USLL_A35",1999,2,10.013,9.974,9.975,10.154,9.96
24,"F24_USLL_A35",1999,4,53.716,54.163,54.374,52.077,54.615
24,"F24_USLL_A35",2000,1,91.306,91.621,92.32,89.348,92.751
24,"F24_USLL_A35",2000,2,11.424,11.421,11.48,11.354,11.508
24,"F24_USLL_A35",2000,4,76.085,76.123,75.853,76.479,75.586
24,"F24_USLL_A35",2001,1,38.045,38.026,37.932,38.329,37.84
24,"F24_USLL_A35",2004,4,59.358,59.426,59.528,58.914,59.612
24,"F24_USLL_A35",2005,1,17.702,17.721,17.737,17.626,17.744
24,"F24_USLL_A35",2005,2,11.26,11.248,11.238,11.285,11.245
24,"F24_USLL_A35",2005,4,50.15,50.16,50.242,50.279,50.085
24,"F24_USLL_A35",2006,1,145.451,145.628,145.84,145.525,145.381
24,"F24_USLL_A35",2007,1,99.993,100.122,100.334,99.006,100.482
24,"F24_USLL_A35",2007,4,34.846,34.838,34.793,34.92,34.772
24,"F24_USLL_A35",2008,1,79.435,79.151,78.815,80.744,78.556
24,"F24_USLL_A35",2008,2,8.878,8.872,8.883,8.881,8.887
24,"F24_USLL_A35",2008,4,101.071,101.03,100.75,101.166,100.513
24,"F24_USLL_A35",2009,1,42.536,42.567,42.499,42.472,42.465
24,"F24_USLL_A35",2009,2,9.216,9.213,9.212,9.219,9.21
24,"F24_USLL_A35",2009,3,10.448,10.426,10.421,10.513,10.411
24,"F24_USLL_A35",2009,4,20.31,20.3,20.322,20.284,20.332
24,"F24_USLL_A35",2010,1,91.908,92.187,92.569,90.364,92.86
24,"F24_USLL_A35",2010,2,5.266,5.266,5.275,5.247,5.281
24,"F24_USLL_A35",2010,3,13.184,13.161,13.171,13.205,13.17
24,"F24_USLL_A35",2010,4,50.21,50.053,49.948,50.806,49.809
24,"F24_USLL_A35",2011,1,57.526,57.352,57.223,58.175,57.055
24,"F24_USLL_A35",2011,2,5.565,5.561,5.568,5.563,5.57
24,"F24_USLL_A35",2011,4,61.614,61.502,61.252,62.229,61.062
24,"F24_USLL_A35",2012,1,278.176,276.544,275.947,282.119,274.801
24,"F24_USLL_A35",2012,2,4.481,4.48,4.487,4.471,4.49
24,"F24_USLL_A35",2012,3,29.916,29.804,29.811,30.108,29.79
24,"F24_USLL_A35",2012,4,28.074,28.021,28.094,28.026,28.126
24,"F24_USLL_A35",2013,1,9.275,9.272,9.258,9.307,9.25
24,"F24_USLL_A35",2013,2,11.242,11.231,11.249,11.229,11.256
24,"F24_USLL_A35",2013,4,28.863,28.886,28.824,28.947,28.787
24,"F24_USLL_A35",2014,1,79.976,80.112,79.851,80.261,79.744
24,"F24_USLL_A35",2014,2,9.227,9.227,9.249,9.183,9.259
24,"F24_USLL_A35",2014,4,10.795,10.789,10.78,10.822,10.773
24,"F24_USLL_A35",2015,1,32.541,32.607,32.664,32.266,32.723
24,"F24_USLL_A35",2015,2,3.865,3.863,3.867,3.86,3.868
24,"F24_USLL_A35",2015,3,8.64,8.646,8.676,8.566,8.695
24,"F24_USLL_A35",2016,1,16.42,16.427,16.438,16.381,16.446
24,"F24_USLL_A35",2016,3,8.064,8.072,8.108,7.975,8.13
24,"F24_USLL_A35",2016,4,12.148,12.158,12.209,12.022,12.241
24,"F24_USLL_A35",2017,1,27.484,27.397,27.404,27.674,27.386
24,"F24_USLL_A35",2017,4,17.539,17.486,17.459,17.716,17.426
24,"F24_USLL_A35",2018,1,27.396,27.373,27.403,27.361,27.422
24,"F24_USLL_A35",2019,1,8.176,8.166,8.162,8.208,8.155
24,"F24_USLL_A35",2020,1,31.879,31.915,32.114,31.429,32.216
24,"F24_USLL_A35",2020,3,16.788,16.789,16.765,16.827,16.765
24,"F24_USLL_A35",2020,4,4.847,4.844,4.838,4.864,4.836
24,"F24_USLL_A35",2021,1,25.609,25.544,25.44,25.966,25.387
24,"F24_USLL_A35",2021,2,23.163,23.107,23.023,23.462,22.975
24,"F24_USLL_A35",2021,4,39.361,39.421,39.418,39.229,39.512
24,"F24_USLL_A35",2022,1,15.607,15.589,15.578,15.669,15.571
24,"F24_USLL_A35",2022,4,31.893,32.005,32.103,31.431,32.226
24,"F24_USLL_A35",2023,1,28.09,27.967,27.981,28.407,27.892
24,"F24_USLL_A35",2023,2,59.293,59.599,59.389,58.817,59.527
24,"F24_USLL_A35",2023,4,7.593,7.588,7.583,7.616,7.577
24,"F24_USLL_A35",2024,1,46.229,46.199,45.988,46.637,45.899
24,"F24_USLL_A35",2024,4,27.912,27.96,28.098,27.565,28.173
25,"F25_USLL_A24",1994,1,33.977,28.16,33.411,34.309,33.02
25,"F25_USLL_A24",1994,2,10.701,8.83,10.735,10.935,10.92
25,"F25_USLL_A24",1994,3,54.348,40.927,55.796,57.075,58.584
25,"F25_USLL_A24",1994,4,34.154,37.166,33.57,33.198,32.584
25,"F25_USLL_A24",1995,1,91.832,72.067,90.424,92.218,90.544
25,"F25_USLL_A24",1995,2,76.875,72.872,76.441,76.431,75.857
25,"F25_USLL_A24",1995,3,39.022,41.02,38.751,38.64,38.155
25,"F25_USLL_A24",1995,4,22.688,23.365,22.523,22.551,22.258
25,"F25_USLL_A24",1996,1,124.971,140.895,126.135,125.186,125.129
25,"F25_USLL_A24",1996,2,76.555,85.716,77.912,75.561,77.908
25,"F25_USLL_A24",1996,3,49.4,53.213,49.543,49.28,49.235
25,"F25_USLL_A24",1996,4,154.882,163.124,152.468,157.55,149.555
25,"F25_USLL_A24",1997,1,129.872,141.832,132.522,124.84,133.161
25,"F25_USLL_A24",1997,2,45.478,48.226,46.092,43.977,46.212
25,"F25_USLL_A24",1997,3,6.748,6.83,6.787,6.639,6.803
25,"F25_USLL_A24",1997,4,24.556,25.115,24.492,24.679,24.415
25,"F25_USLL_A24",1998,1,53.339,54.474,53.842,51.359,54.031
25,"F25_USLL_A24",1998,2,20.289,20.619,20.464,19.625,20.525
25,"F25_USLL_A24",1998,3,36.198,36.56,36.595,34.303,36.766
25,"F25_USLL_A24",1998,4,39.253,38.923,39.65,37.596,39.868
25,"F25_USLL_A24",1999,1,46.844,46.337,47.286,45.344,47.547
25,"F25_USLL_A24",1999,2,21.372,21.48,21.43,20.798,21.439
25,"F25_USLL_A24",1999,3,62.201,62.585,62.026,62.133,61.883
25,"F25_USLL_A24",1999,4,28.529,28.496,28.855,28.052,29.04
25,"F25_USLL_A24",2000,1,30.949,30.956,31.174,30.56,31.312
25,"F25_USLL_A24",2000,2,35.004,35.013,34.956,35.025,34.921
25,"F25_USLL_A24",2000,4,172.61,168.842,172.3,162.499,171.566
25,"F25_USLL_A24",2001,2,40.922,40.495,41.133,39.495,41.133
25,"F25_USLL_A24",2001,3,235.62,236.978,238.074,229.234,238.758
25,"F25_USLL_A24",2001,4,75.78,77.042,76.101,76.349,76.293
25,"F25_USLL_A24",2002,1,125.29,124.358,126.552,120.783,126.916
25,"F25_USLL_A24",2002,2,50.575,50.074,51.058,48.591,51.201
25,"F25_USLL_A24",2002,3,92.648,90.323,93.58,86.552,93.803
25,"F25_USLL_A24",2002,4,93.9,95.337,94.45,93.803,94.72
25,"F25_USLL_A24",2003,1,60.736,59.266,61.21,57.385,61.303
25,"F25_USLL_A24",2003,2,86.113,84.167,87.055,80.933,87.298
25,"F25_USLL_A24",2003,3,48.068,48.622,48.222,48.278,48.292
25,"F25_USLL_A24",2003,4,15.81,15.858,15.883,15.657,15.909
25,"F25_USLL_A24",2004,1,407.563,384.456,406.22,377.666,404.966
25,"F25_USLL_A24",2004,2,114.91,113.853,115.897,110.649,116.207
25,"F25_USLL_A24",2004,3,11.115,11.135,11.172,10.98,11.197
25,"F25_USLL_A24",2004,4,8.315,8.341,8.359,8.227,8.378
25,"F25_USLL_A24",2005,1,29.4,29.516,29.62,28.954,29.729
25,"F25_USLL_A24",2005,2,33.331,33.79,33.589,33.314,33.721
25,"F25_USLL_A24",2005,3,45.935,46.843,46.43,45.903,46.677
25,"F25_USLL_A24",2005,4,21.663,21.85,21.942,21.174,22.082
25,"F25_USLL_A24",2006,1,82.594,84.302,84.092,81.272,84.838
25,"F25_USLL_A24",2006,2,131.499,134.561,130.854,138.569,130.671
25,"F25_USLL_A24",2006,3,84.613,86.352,85.486,85.047,85.908
25,"F25_USLL_A24",2006,4,17.547,17.622,17.688,17.279,17.75
25,"F25_USLL_A24",2007,1,74.972,74.708,74.211,76.731,73.874
25,"F25_USLL_A24",2007,2,57.498,55.76,57.163,55.695,56.882
25,"F25_USLL_A24",2007,3,114.224,117.575,117.95,109.828,119.577
25,"F25_USLL_A24",2007,4,159.716,166.048,167.19,150.643,170.489
25,"F25_USLL_A24",2008,1,61.148,59.338,59.357,63.045,58.614
25,"F25_USLL_A24",2008,2,101.094,98.795,98.204,105.03,97.018
25,"F25_USLL_A24",2008,3,11.639,11.666,11.582,11.82,11.564
25,"F25_USLL_A24",2008,4,27.41,27.779,27.98,26.622,28.218
25,"F25_USLL_A24",2009,1,28.967,28.982,29.301,28.233,29.448
