"Fleet","Fleet_Name","Yr","Seas","base","JPLLA35_USLLA24","JPPLA35_JPLLA13","JPPLA35_TWLLA35","TWLLA35_EPOSF"
25,"F25_USLL_A24",2009,2,70.192,71.394,71.213,69.804,71.661
25,"F25_USLL_A24",2009,4,15.698,15.69,15.735,15.597,15.751
25,"F25_USLL_A24",2010,1,49.836,50.547,50.478,49.65,50.825
25,"F25_USLL_A24",2010,2,121.997,123.258,120.973,126.812,120.424
25,"F25_USLL_A24",2010,4,71.518,72.142,72.219,71.087,72.628
25,"F25_USLL_A24",2011,1,122.481,120.499,123.644,116.407,124.212
25,"F25_USLL_A24",2011,2,114.514,113.458,114.304,112.731,114.04
25,"F25_USLL_A24",2011,3,32.258,32.184,32.665,31.092,32.857
25,"F25_USLL_A24",2011,4,24.171,24.36,24.521,23.571,24.693
25,"F25_USLL_A24",2012,1,107.889,108.284,110.969,100.319,112.322
25,"F25_USLL_A24",2012,2,99.814,103.49,101.318,101.993,102.26
25,"F25_USLL_A24",2012,3,25.63,25.816,25.949,25.111,26.106
25,"F25_USLL_A24",2012,4,49.473,50.214,50.55,47.92,51.083
25,"F25_USLL_A24",2013,1,140.941,145.247,145.683,135.916,148.135
25,"F25_USLL_A24",2013,2,107.209,106.68,105.671,109.926,104.927
25,"F25_USLL_A24",2013,3,23.536,23.459,23.65,23.119,23.699
25,"F25_USLL_A24",2013,4,53.037,53.373,53.784,51.794,54.139
25,"F25_USLL_A24",2014,1,49.432,48.768,49.08,49.19,48.908
25,"F25_USLL_A24",2014,2,117.059,118.545,118.048,116.979,118.476
25,"F25_USLL_A24",2014,3,37.404,37.34,37.784,36.369,37.934
25,"F25_USLL_A24",2014,4,18.108,18.104,18.168,17.941,18.19
25,"F25_USLL_A24",2015,1,97.462,96.177,97.693,94.58,97.666
25,"F25_USLL_A24",2015,2,186.301,183.578,189.377,174.281,190.34
25,"F25_USLL_A24",2015,3,23.789,23.779,23.944,23.377,24.002
25,"F25_USLL_A24",2015,4,47.322,47.112,47.557,46.303,47.629
25,"F25_USLL_A24",2016,1,153.271,148.398,152.263,147.187,151.636
25,"F25_USLL_A24",2016,2,297.981,289.715,291.48,297.746,288.066
25,"F25_USLL_A24",2016,3,143.556,144.737,142.59,147.833,142.131
25,"F25_USLL_A24",2016,4,9.199,9.118,9.179,9.108,9.169
25,"F25_USLL_A24",2017,1,34.844,34.235,34.787,33.972,34.752
25,"F25_USLL_A24",2017,2,22.416,22.231,22.505,21.857,22.535
25,"F25_USLL_A24",2017,3,17.849,17.559,17.66,17.834,17.572
25,"F25_USLL_A24",2018,1,18.201,17.86,18.005,18.107,17.911
25,"F25_USLL_A24",2018,2,28.932,28.599,28.974,28.266,28.986
25,"F25_USLL_A24",2018,3,26.251,26.333,26.523,25.667,26.64
25,"F25_USLL_A24",2018,4,35.199,34.239,34.745,34.668,34.52
25,"F25_USLL_A24",2019,1,17.984,17.756,17.958,17.622,17.936
25,"F25_USLL_A24",2019,2,15.139,15.142,15.254,14.844,15.304
25,"F25_USLL_A24",2019,3,25.48,24.802,25.118,25.174,24.935
25,"F25_USLL_A24",2019,4,14.591,14.342,14.435,14.544,14.358
25,"F25_USLL_A24",2020,1,26.704,27.046,26.964,26.63,27.087
25,"F25_USLL_A24",2020,3,34.04,33.195,33.431,34.137,33.146
25,"F25_USLL_A24",2020,4,6.558,6.493,6.521,6.541,6.503
25,"F25_USLL_A24",2021,1,29.206,28.6,28.971,28.736,28.856
25,"F25_USLL_A24",2021,3,27.059,26.739,27.096,26.502,27.126
25,"F25_USLL_A24",2021,4,31.764,31.712,31.958,31.37,32.08
25,"F25_USLL_A24",2022,1,50.789,51.08,51.082,50.84,51.274
25,"F25_USLL_A24",2022,2,35.064,34.62,34.924,34.527,34.834
25,"F25_USLL_A24",2022,3,82.216,83.539,82.292,84.453,82.384
25,"F25_USLL_A24",2022,4,50.24,50.84,49.779,52.629,49.597
25,"F25_USLL_A24",2023,1,36.536,36.342,36.049,37.329,35.807
25,"F25_USLL_A24",2023,2,24.953,24.872,24.764,25.274,24.677
25,"F25_USLL_A24",2023,3,39.902,39.404,39.885,39.062,39.897
25,"F25_USLL_A24",2023,4,29.472,28.9,29.261,28.9,29.15
25,"F25_USLL_A24",2024,2,29.302,28.872,29.242,28.612,29.209
25,"F25_USLL_A24",2024,3,26.226,25.927,26.297,25.438,26.317
25,"F25_USLL_A24",2024,4,29.702,29.294,29.705,28.897,29.697
26,"F26_TWLL_A35",2003,1,20.555,20.616,20.671,20.283,20.721
26,"F26_TWLL_A35",2003,3,3.297,3.298,3.295,3.299,3.295
26,"F26_TWLL_A35",2003,4,18.451,18.498,18.683,18.005,18.778
26,"F26_TWLL_A35",2004,1,87.395,87.336,87.357,87.354,87.114
26,"F26_TWLL_A35",2004,3,57.6,57.881,58.655,55.591,59.05
26,"F26_TWLL_A35",2004,4,103.024,102.544,101.201,106.476,100.479
26,"F26_TWLL_A35",2005,1,65.526,65.276,64.713,67.407,64.229
26,"F26_TWLL_A35",2005,3,6.662,6.668,6.676,6.626,6.684
26,"F26_TWLL_A35",2005,4,94.529,93.929,93.323,98.096,92.326
26,"F26_TWLL_A35",2006,1,49.569,49.221,48.768,51.629,48.274
26,"F26_TWLL_A35",2006,2,117.746,116.642,114.984,124.447,113.465
26,"F26_TWLL_A35",2006,3,11.73,11.741,11.751,11.676,11.76
26,"F26_TWLL_A35",2006,4,76.698,76.709,76.994,76.218,77.03
26,"F26_TWLL_A35",2007,1,209.565,208.963,208.159,211.818,207.185
26,"F26_TWLL_A35",2007,2,27.694,27.74,27.841,27.369,27.891
26,"F26_TWLL_A35",2007,4,110.477,109.967,108.649,113.512,107.864
26,"F26_TWLL_A35",2008,1,82.049,81.458,80.306,85.402,79.566
26,"F26_TWLL_A35",2008,2,48.507,48.15,47.52,50.489,47.102
26,"F26_TWLL_A35",2008,3,13.799,13.746,13.669,14.056,13.613
26,"F26_TWLL_A35",2008,4,31.669,31.741,31.906,31.262,32.017
26,"F26_TWLL_A35",2009,1,127.36,126.431,125.64,130.896,124.849
26,"F26_TWLL_A35",2009,4,14.827,14.82,14.858,14.746,14.876
26,"F26_TWLL_A35",2010,1,96.198,96.447,97.035,94.38,97.376
26,"F26_TWLL_A35",2010,2,15.771,15.782,15.774,15.768,15.771
26,"F26_TWLL_A35",2010,3,23.058,23.117,23.264,22.64,23.36
26,"F26_TWLL_A35",2010,4,36.611,36.705,36.941,35.978,37.09
26,"F26_TWLL_A35",2011,1,48.904,48.839,48.889,48.944,48.876
26,"F26_TWLL_A35",2011,2,4.266,4.261,4.255,4.286,4.25
26,"F26_TWLL_A35",2011,3,23.38,23.285,23.234,23.65,23.17
26,"F26_TWLL_A35",2011,4,28.764,28.715,28.814,28.666,28.831
26,"F26_TWLL_A35",2012,1,88.612,89.005,89.756,86.314,90.215
26,"F26_TWLL_A35",2012,4,52.54,52.506,52.679,52.144,52.779
26,"F26_TWLL_A35",2013,1,74.648,74.788,75.452,72.908,75.869
26,"F26_TWLL_A35",2013,4,62.517,62.613,62.94,61.683,63.123
26,"F26_TWLL_A35",2014,1,83.518,83.425,83.305,83.992,83.15
26,"F26_TWLL_A35",2014,4,35.785,35.755,35.877,35.485,35.925
26,"F26_TWLL_A35",2015,1,23.278,23.244,23.082,23.689,22.989
26,"F26_TWLL_A35",2015,4,25.756,25.866,26.161,24.9,26.356
26,"F26_TWLL_A35",2016,1,27.11,27.17,27.242,26.798,27.292
26,"F26_TWLL_A35",2016,2,6.897,6.899,6.899,6.889,6.898
26,"F26_TWLL_A35",2016,4,22.38,22.346,22.347,22.423,22.341
26,"F26_TWLL_A35",2017,1,35.73,35.767,35.729,35.713,35.71
26,"F26_TWLL_A35",2017,4,45.524,45.424,45.433,45.743,45.385
26,"F26_TWLL_A35",2018,1,107.03,106.567,105.171,110.68,104.374
26,"F26_TWLL_A35",2018,4,68.361,68.054,67.698,69.704,67.391
26,"F26_TWLL_A35",2019,1,182.689,181.43,179.822,188.561,178.434
26,"F26_TWLL_A35",2019,4,196.068,194.501,192.4,203.603,190.686
26,"F26_TWLL_A35",2020,1,38.505,38.57,38.864,37.87,38.972
26,"F26_TWLL_A35",2020,2,5.646,5.65,5.667,5.608,5.673
26,"F26_TWLL_A35",2020,4,367.228,365.41,361.771,375.789,359.176
26,"F26_TWLL_A35",2021,1,43.05,43.275,43.782,41.653,44.064
26,"F26_TWLL_A35",2021,2,35.3,35.264,35.116,35.673,35.056
26,"F26_TWLL_A35",2021,3,5.72,5.707,5.688,5.782,5.673
26,"F26_TWLL_A35",2021,4,54.911,54.808,54.84,55.007,54.72
26,"F26_TWLL_A35",2022,1,43.264,43.114,43.036,43.717,42.861
26,"F26_TWLL_A35",2022,2,70.104,70.34,70.366,69.414,70.56
26,"F26_TWLL_A35",2022,4,47.403,47.578,47.402,47.191,47.531
26,"F26_TWLL_A35",2023,1,29.021,29.095,29.135,28.739,29.219
26,"F26_TWLL_A35",2023,2,3.181,3.183,3.188,3.168,3.191
26,"F26_TWLL_A35",2023,4,199.334,197.625,192.869,212.211,190.475
26,"F26_TWLL_A35",2024,1,132.849,132.236,131.152,135.308,130.58
26,"F26_TWLL_A35",2024,2,36.499,36.33,35.939,37.666,35.715
26,"F26_TWLL_A35",2024,3,29.116,29.253,29.51,28.37,29.669
26,"F26_TWLL_A35",2024,4,100.849,100.321,99.383,103.211,98.84
29,"F29_CNLL_A35",2013,3,307.993,317.898,313.432,303.645,314.76
29,"F29_CNLL_A35",2014,3,29.009,28.704,28.775,29.32,28.685
29,"F29_CNLL_A35",2017,3,11.063,11.19,11.156,10.964,11.184
29,"F29_CNLL_A35",2018,3,11.148,11.281,11.244,11.048,11.272
29,"F29_CNLL_A35",2020,3,250.856,258.293,261.5,237.422,264.226
30,"F30_CNLL_A24",1997,3,32.219,31.944,31.7,33.383,31.435
30,"F30_CNLL_A24",1998,3,7.067,7.063,7.04,7.115,7.026
30,"F30_CNLL_A24",1999,3,16.021,15.992,15.936,16.202,15.892
30,"F30_CNLL_A24",2000,3,8.094,8.132,8.14,7.96,8.161
30,"F30_CNLL_A24",2004,3,26.998,26.898,26.742,27.524,26.607
30,"F30_CNLL_A24",2005,3,8.276,8.282,8.261,8.295,8.252
30,"F30_CNLL_A24",2006,3,34.857,34.367,34.131,36.714,33.777
30,"F30_CNLL_A24",2007,3,11.738,11.76,11.733,11.722,11.728
30,"F30_CNLL_A24",2008,3,6.988,6.987,6.972,7.016,6.963
30,"F30_CNLL_A24",2009,3,11.035,11.015,10.966,11.171,10.931
30,"F30_CNLL_A24",2010,3,8.395,8.389,8.36,8.455,8.342
30,"F30_CNLL_A24",2011,3,9.643,9.64,9.606,9.705,9.585
30,"F30_CNLL_A24",2012,3,8.34,8.34,8.311,8.388,8.295
30,"F30_CNLL_A24",2013,3,6.046,6.049,6.041,6.051,6.038
30,"F30_CNLL_A24",2014,3,25.554,25.789,25.815,24.871,25.94
30,"F30_CNLL_A24",2016,3,4.455,4.458,4.454,4.45,4.454
30,"F30_CNLL_A24",2017,3,9.583,9.583,9.56,9.62,9.547
30,"F30_CNLL_A24",2018,3,11.277,11.276,11.248,11.323,11.232
30,"F30_CNLL_A24",2019,3,5.519,5.523,5.518,5.513,5.517
30,"F30_CNLL_A24",2020,3,21.014,21.151,21.135,20.595,21.186
30,"F30_CNLL_A24",2021,3,11.354,11.326,11.273,11.515,11.23
30,"F30_CNLL_A24",2022,3,99.855,99.502,98.377,102.817,97.635
30,"F30_CNLL_A24",2023,3,4.268,4.263,4.263,4.286,4.261
30,"F30_CNLL_A24",2024,3,17.483,17.32,17.225,18.115,17.096
31,"F31_VULL_mt",2000,3,50.07,50.305,50.85,48.792,51.172
31,"F31_VULL_mt",2014,3,47.347,47.547,48.02,46.253,48.294
31,"F31_VULL_mt",2015,3,5.488,5.503,5.54,5.393,5.564
31,"F31_VULL_mt",2023,3,20.355,20.335,20.279,20.544,20.234
31,"F31_VULL_mt",2024,3,43.22,43.525,44.249,41.466,44.71
34,"F34_EPOSF_xx24",1995,3,67.426,67.497,67.517,66.942,67.497
34,"F34_EPOSF_xx24",1996,2,56.572,56.812,56.981,55.248,57.111
34,"F34_EPOSF_xx24",1996,3,35.661,35.794,35.85,35.186,35.929
34,"F34_EPOSF_xx24",1996,4,67.691,67.877,67.944,67.199,68.048
34,"F34_EPOSF_xx24",1997,2,44.26,44.235,44.332,44.044,44.351
34,"F34_EPOSF_xx24",1997,3,86.067,85.723,86.375,85.299,86.402
34,"F34_EPOSF_xx24",1997,4,15.503,15.453,15.498,15.499,15.488
34,"F34_EPOSF_xx24",1998,3,122.996,123.693,124.41,120.506,124.842
34,"F34_EPOSF_xx24",1998,4,20.556,20.64,20.652,20.405,20.695
34,"F34_EPOSF_xx24",1999,2,41.689,41.825,41.798,41.407,41.897
34,"F34_EPOSF_xx24",1999,3,27.667,27.746,27.885,27.19,27.977
34,"F34_EPOSF_xx24",2000,2,19.477,19.564,19.551,19.173,19.673
34,"F34_EPOSF_xx24",2000,3,210.608,209.399,208.235,222.174,204.773
34,"F34_EPOSF_xx24",2001,2,38.695,38.405,38.504,38.886,38.391
34,"F34_EPOSF_xx24",2001,3,78.194,78.208,78.494,77.583,78.588
34,"F34_EPOSF_xx24",2002,3,21.665,21.681,21.66,21.713,21.625
34,"F34_EPOSF_xx24",2003,3,289.222,285.725,292.352,285.687,291.816
34,"F34_EPOSF_xx24",2004,2,21.924,21.951,21.96,21.846,21.99
34,"F34_EPOSF_xx24",2004,3,66.612,67.169,66.554,66.594,66.871
34,"F34_EPOSF_xx24",2004,4,111.105,111.03,110.937,111.537,110.865
34,"F34_EPOSF_xx24",2005,2,118.417,118.101,118.318,118.267,118.173
34,"F34_EPOSF_xx24",2005,3,208.676,206.85,208.128,208.457,207.513
34,"F34_EPOSF_xx24",2005,4,12.997,12.931,12.985,12.976,12.97
34,"F34_EPOSF_xx24",2006,3,55.055,55.181,55.013,55.351,54.982
34,"F34_EPOSF_xx24",2006,4,58.514,58.841,58.629,58.618,58.689
34,"F34_EPOSF_xx24",2007,2,13.602,13.718,13.68,13.527,13.723
34,"F34_EPOSF_xx24",2007,3,41.701,41.73,41.723,41.683,41.74
34,"F34_EPOSF_xx24",2008,2,8.893,8.858,8.878,8.904,8.865
34,"F34_EPOSF_xx24",2008,3,357.822,358.698,360.438,352.035,361.767
34,"F34_EPOSF_xx24",2008,4,15.972,15.916,15.959,15.931,15.954
34,"F34_EPOSF_xx24",2009,2,35.702,35.578,35.718,35.557,35.709
34,"F34_EPOSF_xx24",2009,3,144.429,144.373,144.404,144.039,144.519
34,"F34_EPOSF_xx24",2009,4,80.81,80.202,80.5,80.971,80.314
34,"F34_EPOSF_xx24",2010,2,16.757,16.91,16.823,16.757,16.86
34,"F34_EPOSF_xx24",2010,3,179.707,181.047,181.147,177.89,181.798
34,"F34_EPOSF_xx24",2010,4,52.41,52.25,52.475,52.14,52.48
34,"F34_EPOSF_xx24",2011,2,62.838,62.71,62.625,63.219,62.505
34,"F34_EPOSF_xx24",2011,3,293.874,294.069,295.799,289.253,296.934
34,"F34_EPOSF_xx24",2011,4,70.99,70.887,71.001,70.665,71.069
34,"F34_EPOSF_xx24",2012,2,88.812,89.012,88.749,89.157,88.731
34,"F34_EPOSF_xx24",2012,3,149.585,149.339,148.621,151.647,148.211
34,"F34_EPOSF_xx24",2012,4,103.537,103.191,103.45,103.409,103.366
34,"F34_EPOSF_xx24",2013,3,119.908,119.964,119.711,120.509,119.598
34,"F34_EPOSF_xx24",2013,4,37.488,37.543,37.446,37.644,37.432
34,"F34_EPOSF_xx24",2014,3,53.194,53.344,53.233,53.275,53.251
34,"F34_EPOSF_xx24",2014,4,30.184,30.001,30.126,30.142,30.085
34,"F34_EPOSF_xx24",2015,2,11.89,11.887,11.885,11.896,11.885
34,"F34_EPOSF_xx24",2015,3,43.675,43.755,43.658,43.806,43.646
34,"F34_EPOSF_xx24",2015,4,39.491,39.291,39.401,39.467,39.371
34,"F34_EPOSF_xx24",2016,2,13.525,13.53,13.532,13.518,13.534
34,"F34_EPOSF_xx24",2016,3,39.736,39.847,39.77,39.79,39.777
34,"F34_EPOSF_xx24",2016,4,29.597,29.521,29.531,29.693,29.483
34,"F34_EPOSF_xx24",2017,2,8.601,8.582,8.591,8.605,8.586
34,"F34_EPOSF_xx24",2017,3,24.304,24.28,24.252,24.413,24.223
34,"F34_EPOSF_xx24",2017,4,18.907,18.835,18.826,19.02,18.788
34,"F34_EPOSF_xx24",2018,2,10.751,10.748,10.748,10.755,10.747
34,"F34_EPOSF_xx24",2018,3,43.92,43.937,43.829,44.164,43.783
34,"F34_EPOSF_xx24",2019,2,16.782,16.769,16.791,16.83,16.768
34,"F34_EPOSF_xx24",2019,3,103.479,103.76,103.641,104.006,103.533
34,"F34_EPOSF_xx24",2019,4,46.439,46.512,46.532,46.35,46.561
34,"F34_EPOSF_xx24",2020,3,33.329,33.576,33.448,33.322,33.509
34,"F34_EPOSF_xx24",2020,4,34.992,34.827,35.102,34.705,35.068
34,"F34_EPOSF_xx24",2021,3,18.247,18.241,18.252,18.23,18.253
34,"F34_EPOSF_xx24",2021,4,7.56,7.546,7.549,7.575,7.542
34,"F34_EPOSF_xx24",2022,3,33.841,33.999,33.959,33.727,34.018
34,"F34_EPOSF_xx24",2022,4,23.821,23.895,23.859,23.809,23.878
34,"F34_EPOSF_xx24",2023,3,44.177,44.052,44.109,44.198,44.079
34,"F34_EPOSF_xx24",2024,3,277.871,277.676,277.217,279.546,276.901
34,"F34_EPOSF_xx24",2024,4,53.894,54.011,54.105,53.617,54.181
35,"F35_JPTWKR_DNMisc",2008,1,19.955,20.119,19.765,20.22,19.978
35,"F35_JPTWKR_DNMisc",2008,2,23.529,24.427,21.722,23.5,22.821
35,"F35_JPTWKR_DNMisc",2008,3,4.871,5.069,4.421,4.858,4.665
35,"F35_JPTWKR_DNMisc",2008,4,22.913,22.625,23.092,22.869,23.82
35,"F35_JPTWKR_DNMisc",2009,1,18.229,18.669,18.053,18.2,18.452
35,"F35_JPTWKR_DNMisc",2009,2,18.66,18.952,18.311,18.633,18.665
35,"F35_JPTWKR_DNMisc",2009,4,83.288,97.472,46.242,84.867,65.306
35,"F35_JPTWKR_DNMisc",2010,2,5.096,5.138,4.866,5.086,5.047
35,"F35_JPTWKR_DNMisc",2010,3,4.48,4.665,3.862,4.513,4.183
35,"F35_JPTWKR_DNMisc",2010,4,39.629,36.831,46.534,39.021,44.644
35,"F35_JPTWKR_DNMisc",2011,1,12.13,12.311,12.231,12.218,12.159
35,"F35_JPTWKR_DNMisc",2011,4,18.62,18.808,16.823,18.666,18.197
35,"F35_JPTWKR_DNMisc",2012,1,12.578,12.614,12.756,12.605,12.653
35,"F35_JPTWKR_DNMisc",2012,2,23.098,23.689,21.759,23.099,22.574
35,"F35_JPTWKR_DNMisc",2014,4,4.373,4.195,5.042,4.342,4.688
35,"F35_JPTWKR_DNMisc",2015,1,5.293,5.306,4.926,5.311,5.22
35,"F35_JPTWKR_DNMisc",2015,3,4.106,4.272,3.64,4.118,3.889
35,"F35_JPTWKR_DNMisc",2015,4,12.202,13.671,9.012,12.326,10.789
35,"F35_JPTWKR_DNMisc",2016,2,2.08,2.086,2.086,2.077,2.082
35,"F35_JPTWKR_DNMisc",2016,4,5.921,5.69,6.724,5.862,6.327
35,"F35_JPTWKR_DNMisc",2017,4,17.97,19.148,13.843,17.961,16.674
35,"F35_JPTWKR_DNMisc",2018,3,7.347,6.939,8.787,7.257,8.009
35,"F35_JPTWKR_DNMisc",2018,4,50.143,49.16,48.387,50.102,51.401
35,"F35_JPTWKR_DNMisc",2022,3,2.73,2.74,2.739,2.731,2.747
35,"F35_JPTWKR_DNMisc",2023,3,2.599,2.628,2.569,2.595,2.605
36,"S36_JPLL_idx_adult",1996,1,21.892,6.976,6.985,6.563,7.041
36,"S36_JPLL_idx_adult",1997,1,22.494,7.617,7.644,7.211,7.699
36,"S36_JPLL_idx_adult",1998,1,21.715,8.245,8.282,7.941,8.325
36,"S36_JPLL_idx_adult",1999,1,19.078,7.691,7.747,7.441,7.788
36,"S36_JPLL_idx_adult",2000,1,18.053,7.212,7.274,6.997,7.315
36,"S36_JPLL_idx_adult",2001,1,16.573,6.61,6.664,6.428,6.7
36,"S36_JPLL_idx_adult",2002,1,16.754,6.256,6.318,6.043,6.359
36,"S36_JPLL_idx_adult",2003,1,16.656,6.725,6.785,6.513,6.823
36,"S36_JPLL_idx_adult",2004,1,16.639,6.726,6.792,6.481,6.834
36,"S36_JPLL_idx_adult",2005,1,16.808,6.773,6.837,6.55,6.875
36,"S36_JPLL_idx_adult",2006,1,16.127,6.65,6.692,6.492,6.72
36,"S36_JPLL_idx_adult",2007,1,15.226,6.616,6.652,6.472,6.677
36,"S36_JPLL_idx_adult",2008,1,13.906,6.878,6.926,6.688,6.958
36,"S36_JPLL_idx_adult",2009,1,14.2,5.997,6.06,5.756,6.102
36,"S36_JPLL_idx_adult",2010,1,15.252,5.793,5.846,5.598,5.882
36,"S36_JPLL_idx_adult",2011,1,16.264,6.1,6.141,5.948,6.168
36,"S36_JPLL_idx_adult",2012,1,16.025,6.434,6.478,6.266,6.507
36,"S36_JPLL_idx_adult",2013,1,15.874,6.369,6.423,6.159,6.459
36,"S36_JPLL_idx_adult",2014,1,15.551,6.264,6.318,6.062,6.355
36,"S36_JPLL_idx_adult",2015,1,15.259,6.135,6.186,5.94,6.221
36,"S36_JPLL_idx_adult",2016,1,15.578,6.071,6.119,5.891,6.151
36,"S36_JPLL_idx_adult",2017,1,17.013,6.578,6.619,6.42,6.647
36,"S36_JPLL_idx_adult",2018,1,18.052,7.11,7.151,6.952,7.178
36,"S36_JPLL_idx_adult",2019,1,19.293,7.389,7.438,7.204,7.469
36,"S36_JPLL_idx_adult",2020,1,17.821,7.629,7.685,7.41,7.722
36,"S36_JPLL_idx_adult",2021,1,13.563,7.52,7.607,7.193,7.662
36,"S36_JPLL_idx_adult",2022,1,16.12,5.734,5.798,5.492,5.842
36,"S36_JPLL_idx_adult",2023,1,19.621,6.129,6.169,5.972,6.198
36,"S36_JPLL_idx_adult",2024,1,19.662,7.037,7.08,6.878,7.107
